"arc_id","arc_name","start_sequence","end_sequence","start_label","end_label","episode_count","main_characters","main_locations","concrete_premise","central_question","promise","pressure_escalation","mid_turn","concrete_payoff","relationship_change","status_or_ability_change","residual_cost","next_arc_bridge","boundary_signals","confidence"
"S3-A01","기술 방벽과 대중 역공","501","510","501","510","10","김민재·한 부회장·강 대위·이영한·천민정·오용재·트럼프·다이먼·데이비드·리강","명동·미국 골프장·CITI·태우 본사·중국 협상선","미중 충돌 전에 방역업체·유가 숏·반도체 동맹·기술유출 증거를 동시에 선점한다","기술과 식량을 빼앗기는 한국을 이번에는 법·돈·미국정치로 지킬 수 있는가","기술보호법과 백악관 호의를 확보하고 중국을 양보 협상장에 세운다","중국 기술탈취가 탑테크 내부고발·암호화폐 자금추적·국제 여론전으로 커진다","506에서 천민정의 증거가 이영한에게 넘어가며 대비전이 공개 처벌전으로 바뀐다","508 기술보호법 통과와 509–510 리강의 수세·기술자 블랙리스트","김민재와 오용재·최재석·미국정치권의 이해가 반도체 방어로 결속한다","태우가 법·정보·미국 농산물 구매력을 결합한 국가급 교섭자로 올라선다","미중 전쟁과 향후 일본 보복은 남고, 대규모 선매입 자금이 묶인다","510의 ABC 곡물 협상이 세계 식량망 선점으로 목표를 넘긴다","501 새 방역·유가 목표; 506 상대가 탑테크로 교체; 508 법 통과 보상; 510 곡물협상 훅","0.94"
"S3-A02","식량 카르텔과 한일전 준비","511","520","511","520","10","김민재·머스크·다이먼·오용재·김태중·이영한·강 대위·듀폰 에디","카길·와이자타·비테라·베트남·ASML·한국 소재공장","곡물 메이저의 탐욕을 갈라 비테라를 얻고 ASML·듀폰·일본 소재 재고를 묶는다","식량·반도체 병목을 전쟁 전에 태우 공급망으로 흡수할 수 있는가","곡물·장비·소재를 먼저 쥐어 외부 봉쇄를 오히려 인수 기회로 만든다","연 1천억 달러 약속, EUV 증설비, 일본 소재 비축이 막대한 현금과 실행력을 요구한다","516 베트남 투자에서 28GHz·일본 제재 대응으로 목표가 농업·장비에서 국내 인프라로 전환된다","비테라 귀속, EUV 50·70퍼센트, 듀폰 한국 포토레지스트 공장","김태중·오용재·이영한이 각자 해외투자·반도체·비공식 인수 집행자로 자리 잡는다","태우는 곡물사·첨단노광장비 우선권·소재 현지화 역량을 갖는다","과잉재고와 손실, 일본 정책 변화 전까지 회수되지 않는 선행투자","521 센트리언 증설과 이 상무 투입이 실제 폭풍 전야를 연다","511 곡물 카르텔 진입; 515 ASML 보상; 516 목표·장소 교체; 520 공장 설립 결산","0.94"
"S3-A03","중국 보조금 덫과 일본 소재전","521","540","521","540","20","김민재·이 상무·강 대위·최재석·오용재·박일천·이영한·아키토·로만·김정권","중국 가짜 팹·G20·한국 소재공장·오사카·금융타워","센트리언 생산을 늘리고 이 상무로 중국 보조금을 빼내는 동안 일본 수출규제를 국산화·기업인수로 역전한다","중국·일본의 국가산업 공격을 태우의 복수와 공급망 확장으로 되돌릴 수 있는가","가해자의 돈·기업·명분을 빼앗아 한국 생산능력과 미래기술 자금으로 바꾼다","미중 협상 결렬, 일본 3개 소재 규제, 금융·오염수 확전과 태우상사 적자가 누적된다","531 12나인 불화수소 발표로 방어가 공개 기술승리·일본기업 포획으로 뒤집힌다","532 규제 철회, 534 일본 소재기업 네 곳 확보, 540 HBM·양자·AI 무제한 투자","이 상무는 복수 대상에서 중국 돈을 빼오는 도구로 전락하고 오용재·최재석은 산업동맹이 된다","한국 불화수소 100퍼센트 공급과 일본 소재 지분·공장, 오염수 국제공조를 확보한다","일본 금융확전과 오염수 갈등, 이 상무 처분은 미결이며 장기 적자가 남는다","541 우한 의료진의 신종코로나 확인이 대비를 실제 생존전으로 바꾼다","521 코로나 설비·복수 루프 개시; 526 일본 개전; 531 기술 공개 전환; 532·534 보상; 540 미래기술 브리지","0.94"
"S3-A04","우한 조기경보와 팬데믹 게임체인저","541","560","541","560","20","김민재·이동수·김장우·최재석·강 대위·이영한·리강·헨더슨·트럼프·빈 살만","우한 태우병원·한국 검역선·다이아몬드 프린세스·센트리언·금융타워","우한 데이터로 코로나를 먼저 알아내고 검사·마스크·백신·원격근무·시장 포지션을 실전에 투입한다","회귀 지식으로 가족·직원·국민을 실제로 살리고 세계붕괴를 견딜 수 있는가","조기탐지와 구조를 국가 브랜드로 만들고 폭락은 저점자산으로 바꾼다","중국 은폐·물량절도·세계 확산·불완전 백신·유가전쟁이 시간과 신뢰를 압박한다","551 우한 봉쇄 뒤 방역공급 독점이 553–555 크루즈 구조와 556 금융전으로 확장된다","한국 첫 탐지, 월 10억 장 마스크, 승객 300명 구조, 백신 기대, 폭락 전 공매도 수익","최재석 정부와 태우가 생존 공동체로 결속하고 트럼프와는 방역정책 균열이 난다","센트리언이 세계 유일 조기진단·백신 선두, 금융타워가 시장바닥 매수자로 올라선다","백신은 감염을 막지 못하고 세계 피해가 커지며 정치 경주마 교체비용이 남는다","561 공매도 청산과 트럼프 백신회의론이 바이든 접촉으로 이어진다","541 실제 감염병 확인; 546 국내 첫 탐지 보상; 551 세계봉쇄; 555 구조 결산; 560 저점매수 훅","0.94"
"S3-A05","마이너스 유가와 백신외교","561","580","561","580","20","김민재·한 부회장·트럼프·바이든·오바마·다이먼·최재석·리강·손정우·다이키요·AU·EU 대표·베릴","워싱턴·신시내티·멜버른·베이징·아프리카연합·EU 협상장","시장 바닥에서 자산을 사고 바이든·일본·중국·아프리카·EU와 백신을 지렛대로 거래한다","팬데믹 승리를 자산·외교·자원·국가위상으로 확장할 수 있는가","마이너스 유가와 백신 승인을 최대 금융수익과 한국의 국제지위로 바꾼다","트럼프 회의론·일본 의료붕괴·중국 IP 요구·EU 수출봉쇄가 동시다발로 저항한다","571 백신 승인 뒤 572 마이너스 유가 매입으로 방어전이 공개 보상·자원외교로 바뀐다","FDA 승인, 일본 G7 지지, 마이너스 원유 수익, 중국 80대20, 아프리카 자원권, EU 1달러 생산","바이든이 주 경주마가 되고 일본·AU·EU는 태우 공급망에 의존한다","태우는 원유·광물·생산공장·전기차 정책 호의를 동시에 확보한다","대중투자 광풍과 백신 공공재 이미지의 책임, 중국·EU와의 장기 이해충돌이 남는다","581 베릴·게임스핀으로 부양금이 대중 금융세력화한다","561 포지션 청산·경주마 교체; 565 바이든 전환; 570 FDA 승인; 572 유가바닥; 575·577 자원·EU 보상; 580 G8 훅","0.94"
"S3-A06","헬리콥터 머니와 G7 플러스","581","600","581","600","20","김민재·베릴·오용재·밥 스완·머스크·웨이·천민정·이준수·최재석·스티브 허블·바이든·트럼프","미국 증시·삼진바이오·인텔·G7 회의·청와대·가이아나 협상선","부양금의 개인투자자를 세력화하고 NAND·중국 팹장비를 얻은 뒤 G7+와 미 제약로비를 처리한다","대중·기술·국가위상을 한 번의 회복장에 묶어 선점할 수 있는가","시장반란과 저평가 자산을 태우의 칩·의약품·국가외교 자산으로 만든다","헤지펀드·미 칩수출 제한·제약 특허강탈·미 대선 불확실성이 맞선다","591 EU 차량용칩 요구가 기업 인수전에서 GDC·G7+ 국가협상으로 목표를 바꾼다","게임스핀 숏스퀴즈, NAND 75억 달러, G7+ 진입, 최재석 재선, 아시아 필수약 생산권","베릴은 대중 영웅, 최재석은 재선 동맹, 바이든·트럼프는 양쪽 정치선으로 남는다","센트리언·태우반도체·금융타워가 시장·산업·국가클럽의 핵심이 된다","무료의약품 책임과 50조원대 AI·양자 투자가 향후 자본부담으로 남는다","600 바이든 당선인과 가이아나 무기·에너지 거래가 원전·자원 Arc를 연다","581 대중세력 점화; 583 숏스퀴즈 보상; 585 NAND 인수; 591 목표 교체; 593·594 G7·재선 결산; 600 남미 훅","0.94"
"S3-A07","원전·에너지 뿌리내리기와 가족의 축구","601","620","601","620","20","김민재·천민정·현재 장 회장·최재석·김태중·모리슨·미아인·데이비드·오용재·이집트 운하당국","한국·호주·가이아나·사이공은행·축구협회·미국·일본·수에즈","SMR·방산·석탄·유전·정유를 확보하면서 김태중의 축구협회장 도전과 일본 차량칩 거래를 성사시킨다","팬데믹 이후 국가 인프라와 가족의 새 삶을 함께 뿌리내릴 수 있는가","에너지·원전·물류 자산과 김태중의 자율·명예를 동시에 회복한다","북한 해킹·중국 석탄금수·베트남 부패·축구 카르텔·일본 차량칩 위기가 저항한다","611 김태중의 축구협회장 선언으로 해외 자원정리에서 가족 관계 보상으로 무게중심이 이동한다","미아인 체포·정유거점, 김태중 17표 당선, 일본 T충전망 10년 계약, 수에즈 2억 달러 공사","김민재가 김태중을 보호대상이 아닌 선택권 있는 동료로 되돌린다","태우는 SMR·석탄·유전·정유·운하·차량용칩 표준을 확보한다","거대 원전·물류 투자와 북한 장남 변수, 스테이블코인 거품 위험이 남는다","620 로나코인 공격 뒤 621 중국 폭우·석탄난이 식량 국가개조로 넘어간다","601 새 성장축; 604 북한 해킹; 610 해외자산 결산; 611 가족목표 교체; 614 당선; 616·619 반복 보상; 620 금융훅","0.94"
"S3-A08","폭우·식량과 국민경제당 정리","621","630","621","630","10","김민재·최재석·유석훈·강 대위·천민정·이영한·리강·한 부회장·조지·북한 장남","중국 탄광·한국 농지·제주·국민경제당·연변·에버그란데·금융타워","기후재난의 석탄·식량 위기를 비축물량·스마트팜·기업농으로 받고 정당과 북한 자금망을 정리한다","기후·정치·북한의 불안정을 한국 생존체계와 후계구조로 바꿀 수 있는가","식량·에너지 가격을 안정시키고 내부배신을 제거하며 장남의 대안세력을 키운다","폭우·전력난·농민반발·당내 총질·북한 해킹이 동시에 압박한다","626 배신자 증거를 유석훈에게 넘기며 물량전이 정치 숙청·북한 통제전으로 전환된다","석탄·해운 수익, 제주 자율주행, 기업농법, 국민경제당 정리, 에버그란데 수익·장남 자금선","최재석 후계선과 태우가 장기협력하고 장남은 태우·중국에 의존하는 대안세력이 된다","태우는 식량 생산·유통·석탄·당 인사·북한 비공식 자금에 영향력을 얻는다","농민 반발과 북한 체제위험, 엔화 공격이라는 새 고위험 작전이 남는다","631 리강이 러시아 3월 침공을 확인해 자본 절반 베팅으로 넘긴다","621 기후재난 보상; 624 목표 정치화; 626 내부배신 전환; 627·629 장남 보상; 630 엔화 훅","0.94"
"S3-A09","러시아 개전·개인 복수·은행위기","631","650","631","650","20","김민재·리강·김태중·데이비드·홀란드·이강임·이 상무·북한 장남·천민정·최재석·시안·한 부회장·다이아몬드","말리·영국 리즈·베이징올림픽·우크라이나·LME·동유럽·실리콘밸리","러시아 개전을 에너지·식량·방산 수익으로 받고 가족 구단과 이 상무 복수, 니켈광산까지 결산한다","세계전쟁의 파괴를 통제하면서 가족·복수·자원을 실제 보상으로 바꿀 수 있는가","전쟁에 휩쓸리지 않고 광산·구단·방산·금융 기회를 선점한다","말리 쿠데타·PMC 제재·농민시위·우크라이나 침공·니켈 숏스퀴즈가 압박한다","642–643 장남이 이 상무를 무너뜨리는 순간 러시아가 침공해 개인 복수전이 세계전으로 바뀐다","리즈·홀란드, 이 상무 자금·신뢰 붕괴, 인도네시아 니켈광산, 동유럽 방산·원전판","김민재는 김태중에게 구단을 주고 장남에게 복수 실행권을 넘겨 가족·대리자 관계를 회복한다","태우는 전쟁정보·광산·축구브랜드·배터리원료·방산계약 능력을 얻는다","전쟁 사상자·바그너 의존·은행 유동성 위기와 살생부 전원 말소 부재가 남는다","649–650 SVB 채권매각·연쇄은행 실패가 1달러 은행인수로 목표를 바꾼다","631 개전시점·자본베팅; 637 가족목표; 642 복수 전환; 643 실제 침공; 647 광산 보상; 649 은행위기 훅","0.94"
"S3-A10","1달러 은행과 엔캐리","651","660","651","660","10","김민재·파월·옐런·FDIC·다이아몬드·한 부회장·조지·스위스·EU 관계자","연준·백악관·미국 은행가·일본 금융계·스위스·유럽 방산시장","SVB·시그니처·크레디트스위스를 구제하며 엔캐리 자금과 원전·방산 진입권을 얻는다","국가급 금융위기를 금융타워의 안전망과 산업 영향력으로 흡수할 수 있는가","1달러 인수의 책임을 감수하고 수십 년 금융·산업 지배권을 얻는다","뱅크런·예금보호·국가규제·엔화부채 환율위험이 비용으로 작동한다","656 금융타워를 거절한 리퍼블릭은행 붕괴가 구제자에서 시장규율자로 태우의 지위를 바꾼다","SVB·시그니처·크레디트스위스, 미국 원전 400억 달러, 폴란드 방산·체코 원전","미 재무·연준·스위스·EU가 태우를 문제해결 파트너로 인정한다","금융타워가 세계 은행·국채·유럽산업을 연결하는 허브가 된다","은행 유동성 책임과 70조 엔 차입금, 원자재카르텔 반격이 남는다","661 식량·러시아에너지 순방이 금융망을 실물 특별대우로 전환한다","651 새 은행구제 목표; 652 SVB·원전 보상; 656 규율 전환; 658 스위스 인수; 660 방산·원전 결산","0.94"
