sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
251,"251","새로운 장르 (5)",44722,44903,"김민재가 최재석의 경기지사 선거를 해외 공장 유치 뉴스로 밀고 태우·카이 전기차 시제품 공개를 기다린다.","정치 공작의 표와 수년간 투자한 전기차의 실물을 함께 지급한다.","최재석 당선을 굳히고 태우·카이 전기차를 LA 모터쇼 수준으로 완성한다.","애플·아마존·구글·TDK 등 30조 원대 유치 발표를 최재석 공으로 포장하고 드라이빙 센터에서 쿼크형 소형차와 픽업트럭의 제로백·회생제동·주행거리·코너링을 직접 검수한다.","공장 계획은 축소·백지화 가능성이 있고 전기차는 타이어 소음·회생제동 밀림·무거운 차체의 코너링 문제가 남는다.","폴리우레탄 전용 타이어 등 보완책을 지시한 뒤 태우·카이·테슬라 세 회사가 같은 LA 모터쇼에 각기 다른 전기차를 내놓는 구도가 드러난다.","최재석 지지율이 하루 4% 뛰고 수년·조 단위 투자의 결과인 상용 전기차 두 대가 실주행 성능을 증명한다.","지위·기술","국민경제당의 경기권 장악 가능성이 커지고 태우그룹은 전기차 선도 기업으로 넘어갈 실물을 확보한다.","태우·카이·테슬라 가운데 누가 LA 모터쇼의 주인공이 되어도 김민재가 최대주주로 이긴다.","최재석 선거 막판 반전 수단과 태우·카이 전기차 시제품 개발 루프","LA 모터쇼 3사 동시 공개와 전기차 시장 선점 루프","S2-A01","high"
252,"252","예상외의 반응 (1)",44904,45072,"최재석은 2% 차로 경기지사에 당선됐고 김민재는 약속한 공장 유치와 다가올 서브프라임 위기를 동시에 계산한다.","지방선거 승리의 결산 뒤 세계 자동차 시장을 바꿀 3종 전기차 공개를 보여 준다.","경기권 정치 기반을 고정하고 LA 모터쇼의 주목을 태우·카이·테슬라가 독점하게 한다.","산장에서 최재석에게 경제위기 TF를 권하고 LA로 날아가 데이비드·머스크·개발진을 점검한 뒤 태우 쿼크·카이 픽업·테슬라 스포츠카를 연속 공개한다.","기성 완성차는 전기차를 컨셉카나 낭비로 여기고 테슬라는 신생 회사라 부스 확보부터 로비가 필요하다.","서로 다른 차급의 전기차가 세 번 연속 등장하자 관람객이 상용화 가능성을 믿기 시작하고 모터쇼 자체가 전기차 박람회로 변한다.","최재석과 국민경제당이 경기 주요 시장 10곳 이상까지 얻고 세 전기차가 기자·관람객의 환호를 끌어낸다.","지위·세계","김민재의 정치 영향력이 경기도 행정으로 굳고 전기차는 연구 과제에서 공개 시장으로 진입한다.","김민재가 이날을 자동차 시장 급변의 특이점으로 기억하라고 데이비드에게 말한다.","경기지사 당선과 LA 모터쇼 출품 루프","전기차 상용화 경쟁과 세계 경제위기 대비 루프","S2-A01","high"
253,"253","예상외의 반응 (2)",45073,45227,"전기차 공개는 호평과 함께 기존 업계의 냉소를 받고 김민재는 미국 출장 중이다.","할아버지의 신뢰라는 가족 보상과 서브프라임 붕괴의 첫 수치를 동시에 제시한다.","전기차 장기 투자를 가족에게 납득시키고 SAVE의 위기 대응 인재를 보강한다.","전기차를 걱정하는 김태중 회장에게 장기 선점 논리를 설명해 믿음을 얻고 한 팀장·데이비드에게 연체율·파산율·평가등급 괴리를 보고받아 라구람 라잔 접촉을 지시한다.","독일·일본 완성차와 할아버지까지 전기차 수익성을 의심하고 한 팀장은 과로하며 은행·평가기관의 담합 때문에 정확한 신호를 얻기 어렵다.","지역 연방준비은행과 IMF 출신 라잔도 부동산 버블을 경고했다는 사실이 확인되고 라잔이 현재 미국에 있음이 드러난다.","김태중이 실패 가능성까지 감수하고 손자를 믿겠다고 약속하며 서브프라임 조기 경보를 공유할 동료 후보를 찾는다.","관계·정보","김민재-김태중의 전기차 신뢰가 단단해지고 SAVE의 위기 대비가 개인 예지에서 외부 전문가 연대로 확장된다.","미국 부동산 붕괴를 2005년부터 경고한 라잔을 영입하러 간다.","전기차 공개 직후 가족 승인 루프","라잔 영입과 월가 붕괴 대응 조직 구축 루프","S2-A01","high"
254,"254","예상외의 반응 (3)",45228,45387,"김민재는 라구람 라잔이 SAVE 보고서와 같은 서브프라임 붕괴를 예측했음을 확인하고 영입하려 한다.","배척받던 최고급 경제학자들을 미래 위기의 핵심 전력으로 뒤집어 세운다.","라잔과 동료들을 SAVE에 모으고 지분 기업들까지 현금 중심 긴축으로 돌린다.","IIT 한국 캠퍼스 총장직·최고 연봉·10년 고용·자유 연구를 제시해 라잔을 설득하고 아마존·구글·페이스북·애플 경영진에게 위기 자료를 보여 준다.","라잔은 투자회사 경력이 낯설고 그와 같은 견해를 낸 학자들은 월가에서 미운털이 박혀 있다.","라잔이 7명의 석학과 돌아오고 로버트 교수의 계산이 다음 연준 금리 인상을 부도 도화선으로 지목한다.","라잔·로버트 등 희귀 인재 7명과 위기를 버틸 빅테크 긴축 동맹을 얻는다.","조직·정보","SAVE의 예측 조직이 한 팀장 중심에서 국제 석학 집단으로 커지고 보호할 기업들이 현금 확보에 들어간다.","금리 한 번이면 돌이킬 수 없는 D-DAY가 시작된다는 계산이 나온다.","라잔 개인 영입 루프","서브프라임 D-DAY 예측과 월가에 대한 공개 반격 루프","S2-A02","high"
255,"255","예상외의 반응 (4)",45388,45569,"SAVE에 합류한 라잔과 7명은 리먼 브라더스까지 무너질 수 있는 버블을 연구하지만 월가 언론에 막혀 있다.","월가가 억누른 경고를 인터넷 여론으로 폭발시키고 미국 대통령을 협상장으로 불러낸다.","SAVE의 정체를 전면에 내세우지 않고 미국 정부가 먼저 찾아오게 만든다.","별동대 ‘모럴해저드’를 창립해 위튜브·구글·페이스북 생중계와 알고리즘 노출을 밀고 버냉키의 긴급 회견을 유도한 뒤 공항 이동 직전 정부 차량의 비밀 호출에 응한다.","대형 언론은 월가 편에서 반박하고 연준은 주택 시장이 탄탄하다고 공식 부인하며 정부는 출국 직전까지 접촉하지 않는다.","논쟁 자체가 검색 1위와 대형 언론 의제로 번지고 끝내 부시 대통령이 보안을 위해 납치극 같은 방식으로 김민재를 비밀리에 부른다.","배척받던 학자들이 공식 단체와 전국적 발언권을 얻고 김민재가 먼저 가격을 부르지 않은 채 대통령 면담권을 확보한다.","지위·협상","SAVE는 숨은 투자자에서 미국 경제 의제를 흔드는 세력으로 올라서고 모럴해저드는 공개 경고 창구가 된다.","부시가 ‘가장 든든한 후원자’ 김민재를 맞지만 앞으로도 갑일 수 있느냐는 역전 예고가 붙는다.","모럴해저드 창립과 미국 정부의 선접촉 유도 루프","부시와의 구제·협박 협상 및 월가 응징 루프","S2-A02","high"
256,"256","예상외의 반응 (5)",45570,45726,"부시 대통령은 모럴해저드 배후인 김민재를 비밀리에 불러 미국 부동산 위기 경고를 캐묻는다.","대통령의 모욕적 거절마저 훗날 주도권과 면죄부로 바꾸고 국내 KIKO 하이에나를 겨눈다.","미국 정부에 충분히 경고했다는 증거를 남기고 태우 협력 중소기업의 환율 폭탄을 막는다.","죽은 사람·강아지 명의 대출과 평가기관 수익 구조를 설명하지만 일부러 더 강요하지 않고 비련의 경고자 역할을 끝낸 뒤 귀국해 태우증권의 KIKO 판매 계획을 철회시킨다.","부시는 경고를 음모론·주식 놀이라 모욕하고 한국 은행들은 안정 상품이라며 중소기업에 대출까지 권해 KIKO를 판다.","부시의 공개적 불신이 위기 후 김민재만 의지하게 할 증거가 되고 KIKO 설계 경험이 은행권을 역으로 물릴 무기가 된다.","미국 정부 상대 사전 면책과 태우 협력사 보호 방향을 동시에 확보한다.","협상·관계","부시와 김민재의 후원 관계는 신뢰에서 잠복 대립으로 바뀌고 한국 금융권이 새 응징 대상으로 편입된다.","김민재가 KIKO를 일본에 팔았던 한 팀장을 국내 은행권 처리 전문가로 지목한다.","부시에게 사전 경고를 남기는 루프","KIKO 피해 차단과 한국 은행권 역보험 루프","S2-A02","high"
257,"257","눈에는 눈 (1)",45727,45913,"한 팀장이 라잔 덕분에 미국 업무 부담을 덜고 태우증권 사장 귀환을 기다리며 한국에 돌아온다.","중소기업을 먹잇감 삼은 KIKO 판매 논리를 은행 자신에게 그대로 돌려준다.","KIKO 가입 중소기업을 보호하면서 은행권이 환율 급등 손실을 직접 부담하게 만든다.","중소기업 간담회에서 보험료를 대신 내고 보험금 60%를 받기로 한 뒤 신화은행 정태섭 부행장에게 3년·환율 60% 상승·원금 10배 보상·월 3% 보험료 조건을 강요한다.","중소기업은 보험료를 부담스러워하고 정태섭은 10배 보상을 꺼리며 상품 출시를 거부할 수 있다.","5천억 원 KIKO의 집단 취소를 압박 카드로 내밀자 정태섭은 매달 150억 원 보험료와 한 팀장의 거간 수수료만 보고 초안을 수용한다.","신화은행이 중소기업의 위험을 떠안을 KIKO 보험 출시를 약속하고 한 팀장은 태우증권 사장감 업적의 씨앗을 만든다.","돈·지위","은행이 안전한 딜러에서 환율에 베팅한 도박꾼으로 내려오고 한 팀장은 국내 금융권 복귀 명분을 쌓는다.","한 팀장은 자신을 벌레 보듯 한 정태섭의 높은 콧대를 기억하며 응징을 예고한다.","KIKO 가입자 설득과 첫 은행 상품 승인 루프","전 은행권 보험 판돈 확대와 환율 급등 결산 루프","S2-A02","high"
258,"258","눈에는 눈 (2)",45914,46075,"한 팀장이 여러 은행을 KIKO 보험판에 끌어들이고 김민재에게 결과를 보고한다.","한국 은행권 목줄이 될 15조 원 보험 증서를 확보하고 세계위기 대비를 정치·기업 차원까지 넓힌다.","보험판을 고정하고 태우그룹은 대선 줄서기 없이 미국과 자체 체력으로 버틸 방파제를 만든다.","SAVE 페이퍼컴퍼니가 최대 2년 보험료를 내도록 하고 한 팀장을 미국으로 복귀시킨 뒤 기획실장에게 국내 대선 중립과 차기 미국 정권·국민경제당을 통한 방어 전략을 지시한다.","매달 거액 보험료가 들고 전기차 관심은 낮으며 기획실장은 한국 대통령의 표적 수사를 우려한다.","15조 원 규모 보험권이 한 팀장의 사장 승진 자산이 되고 태우 GDP 비중·오바마 인맥이 국내 권력에 줄 설 필요를 낮춘다.","은행권에 대한 환율 급등 청구권과 대선 중립이라는 장기 생존 방침을 얻는다.","돈·지위·정치","태우는 국내 대통령 자금줄에서 벗어나 세계경제 위기와 미국 정권 교체를 활용하는 독립 세력으로 이동한다.","연준이 금리를 5.25%로 또 올리고 데이비드가 오바마 지원과 스페이스X 2차 실패 소식을 전한다.","KIKO 보험판 조성과 2006년 상반기 실적 점검 루프","연준 금리 인상 후 모기지 도미노와 오바마 보험 루프","S2-A02","high"
259,"259","눈에는 눈 (3)",46076,46253,"태우그룹은 경제위기를 대비하는 한편 천민정의 인공지능 연구가 제품과 이벤트로 결실을 내기 시작한다.","스마트 셋톱박스·바둑·게임 AI라는 10년 이상 앞선 기술을 실제 대결로 증명한다.","인공지능 투자를 대중 이슈와 태우 계열사 매출·주가 보상으로 환전한다.","천민정에게 사투리·다국어 통역·방범을 지원하는 픽시2와 바둑 AI를 보고받고 스타크 AI를 용산 프로게이머 이벤트전에 투입한다.","바둑 AI는 아직 정상급 프로에 못 미치고 게임 AI도 인간의 변칙·유인 전술을 완전히 학습하지 못했다.","AI가 초반 날빌을 압도하지만 랭킹 2위 선수가 일부러 유닛을 흘린 덫으로 AI 본대를 유인해 승률을 20%까지 떨어뜨린다.","천민정의 연구가 연구실을 벗어나 상용 픽시2와 대중 앞의 인간-AI 대결로 진입한다.","능력·기술","태우 AI는 보조 기술에서 독자 브랜드와 공개 경쟁자로 올라서고 천민정은 핵심 개발자이자 이벤트 설계자로 인정받는다.","한국 정상급 프로가 AI의 반응 패턴을 역이용해 인간 역전 가능성을 만든다.","픽시2·게임 AI 개발 루프","대결 승패와 AI 홍보의 계열사 보상 루프","S2-A02","high"
260,"260","눈에는 눈 (4)",46254,46423,"스타크 AI 이벤트가 끝나고 태우는 반응을 집계하는 동안 미국 모기지 시장의 도미노가 눈에 보이기 시작한다.","AI 흥행의 주가 보상과 서브프라임 붕괴의 정확한 예언 확인을 교차 지급한다.","태우 IT 생태계의 인지도를 끌어올리고 금융 계열사가 위기 전에 안전 자산으로 이동하게 한다.","위튜브 200만 동시시청·태우IT 13% 상승·픽시2 문의를 확인하고 한 팀장에게 남은 AAA 보험을 사들이게 하며 박 사장에게 모럴해저드 자료를 신뢰하고 애플·구글·아마존 중심으로 펀드를 재편하라고 지시한다.","버냉키는 계속 낙관하고 보험사는 신규 계약을 닫기 시작하며 박 사장은 AI가 예측한 최대 4조 달러·리먼 파산을 믿지 못한다.","AI 예측이 모럴해저드의 자료와 결합해 리먼 파산까지 특정하고 태우증권이 46조 원 펀드 광풍에서 빠져나올 수 있게 된다.","태우 IT 3개 계열사의 주가·상품 기대가 오르고 태우증권은 위험자산 회수 명령을 받는다.","돈·정보","AI는 홍보 도구에서 그룹 위험예측 인프라로 확장되고 미국 위기는 가계 연체에서 100억 달러 모기지 회사 연쇄파산으로 커진다.","주한 미국 대사가 김민재와의 긴급 면담을 요청한다.","스타크 AI 흥행 보상과 초기 모기지 회사 붕괴 루프","백악관 재접촉과 2007년 위기 대응 루프","S2-A02","high"
