"sequence","visible_label","title","start_line","end_line","entry_state","reader_promise","protagonist_goal","action","resistance_or_cost","turn_or_reveal","paid_reward","state_change_axis","state_change","ending_hook","closed_loops","opened_loops","arc_id","confidence"
"501","501","치열한 공방 (1)","87669","87841","미중 무역전쟁 심화와 감염병·유가붕괴를 회귀 지식으로 선점하려는 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 강 대위·이영한에게 마스크·음압병동 업체 매입을 맡기고 한 부회장에게 유가 공매도를 늘린다","강 대위·이영한에게 마스크·음압병동 업체 매입을 맡기고 한 부회장에게 유가 공매도를 늘린다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","코로나와 마이너스 유가를 버틸 방역·금융 자산을 동시에 선점한다","코로나와 마이너스 유가를 버틸 방역·금융 자산을 동시에 선점한다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","데이비드가 니콜라 사기를 공개하고 김민재가 오용재·삼진과 반도체·디스플레이 공조를 제안한다 문제로 이어진다","강 대위·이영한에게 마스크·음압병동 업체 매입을 맡기고 한 부회장에게 유가 공매도를 늘린다의 당면 실행·결정","데이비드가 니콜라 사기를 공개하고 김민재가 오용재·삼진과 반도체·디스플레이 공조를 제안한다","S3-A01","0.94"
"502","502","치열한 공방 (2)","87842","88030","코로나와 마이너스 유가를 버틸 방역·금융 자산을 동시에 선점한다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 데이비드가 니콜라 사기를 공개하고 김민재가 오용재·삼진과 반도체·디스플레이 공조를 제안한다","데이비드가 니콜라 사기를 공개하고 김민재가 오용재·삼진과 반도체·디스플레이 공조를 제안한다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","미중 충돌 때 생산량과 재고를 함께 늘릴 느슨한 기술 동맹이 선다","미중 충돌 때 생산량과 재고를 함께 늘릴 느슨한 기술 동맹이 선다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","기술보호법과 강제징용 판결 뒤의 한일 충돌을 검토하고 트럼프 재선을 지렛대로 삼는다 문제로 이어진다","데이비드가 니콜라 사기를 공개하고 김민재가 오용재·삼진과 반도체·디스플레이 공조를 제안한다의 당면 실행·결정","기술보호법과 강제징용 판결 뒤의 한일 충돌을 검토하고 트럼프 재선을 지렛대로 삼는다","S3-A01","0.94"
"503","503","치열한 공방 (3)","88031","88181","미중 충돌 때 생산량과 재고를 함께 늘릴 느슨한 기술 동맹이 선다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 기술보호법과 강제징용 판결 뒤의 한일 충돌을 검토하고 트럼프 재선을 지렛대로 삼는다","기술보호법과 강제징용 판결 뒤의 한일 충돌을 검토하고 트럼프 재선을 지렛대로 삼는다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","기술 유출과 일본 보복을 국가·기업 양쪽에서 막을 판이 열린다","기술 유출과 일본 보복을 국가·기업 양쪽에서 막을 판이 열린다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","트럼프와 골프를 치며 미국산 옥수수·대두 연 220억 달러 흡수를 약속한다 문제로 이어진다","기술보호법과 강제징용 판결 뒤의 한일 충돌을 검토하고 트럼프 재선을 지렛대로 삼는다의 당면 실행·결정","트럼프와 골프를 치며 미국산 옥수수·대두 연 220억 달러 흡수를 약속한다","S3-A01","0.94"
"504","504","치열한 공방 (4)","88182","88346","기술 유출과 일본 보복을 국가·기업 양쪽에서 막을 판이 열린다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 트럼프와 골프를 치며 미국산 옥수수·대두 연 220억 달러 흡수를 약속한다","트럼프와 골프를 치며 미국산 옥수수·대두 연 220억 달러 흡수를 약속한다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","팜벨트 표와 미중 협상에 필요한 백악관 호의를 확보한다","팜벨트 표와 미중 협상에 필요한 백악관 호의를 확보한다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","다이먼·데이비드와 비테라 인수 및 머스크 농업위성 활용안을 짠다 문제로 이어진다","트럼프와 골프를 치며 미국산 옥수수·대두 연 220억 달러 흡수를 약속한다의 당면 실행·결정","다이먼·데이비드와 비테라 인수 및 머스크 농업위성 활용안을 짠다","S3-A01","0.94"
"505","505","치열한 공방 (5)","88347","88514","팜벨트 표와 미중 협상에 필요한 백악관 호의를 확보한다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 다이먼·데이비드와 비테라 인수 및 머스크 농업위성 활용안을 짠다","다이먼·데이비드와 비테라 인수 및 머스크 농업위성 활용안을 짠다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","세계 곡물전쟁을 버틸 생산·관측·유통망의 골격을 만든다","세계 곡물전쟁을 버틸 생산·관측·유통망의 골격을 만든다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","천민정의 기술절도 증거로 탑테크와 중국 유출선을 이영한에게 넘긴다 문제로 이어진다","다이먼·데이비드와 비테라 인수 및 머스크 농업위성 활용안을 짠다의 당면 실행·결정","천민정의 기술절도 증거로 탑테크와 중국 유출선을 이영한에게 넘긴다","S3-A01","0.94"
"506","506","증거 확보 (1)","88515","88679","세계 곡물전쟁을 버틸 생산·관측·유통망의 골격을 만든다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 천민정의 기술절도 증거로 탑테크와 중국 유출선을 이영한에게 넘긴다","천민정의 기술절도 증거로 탑테크와 중국 유출선을 이영한에게 넘긴다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","탑테크를 공개 본보기로 삼을 수 있는 물증이 확보된다","탑테크를 공개 본보기로 삼을 수 있는 물증이 확보된다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","이영한이 탑테크 양진태를 압박해 내부고발자로 돌린다 문제로 이어진다","천민정의 기술절도 증거로 탑테크와 중국 유출선을 이영한에게 넘긴다의 당면 실행·결정","이영한이 탑테크 양진태를 압박해 내부고발자로 돌린다","S3-A01","0.94"
"507","507","증거 확보 (2)","88680","88865","탑테크를 공개 본보기로 삼을 수 있는 물증이 확보된다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 이영한이 탑테크 양진태를 압박해 내부고발자로 돌린다","이영한이 탑테크 양진태를 압박해 내부고발자로 돌린다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","기술유출 피해액과 조직적 거래를 내부자의 입으로 증명할 길이 열린다","기술유출 피해액과 조직적 거래를 내부자의 입으로 증명할 길이 열린다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","암호화폐 자금흐름과 5조 원 피해를 공개해 12월 7일 기술보호법 통과를 밀어붙인다 문제로 이어진다","이영한이 탑테크 양진태를 압박해 내부고발자로 돌린다의 당면 실행·결정","암호화폐 자금흐름과 5조 원 피해를 공개해 12월 7일 기술보호법 통과를 밀어붙인다","S3-A01","0.94"
"508","508","증거 확보 (3)","88866","89034","기술유출 피해액과 조직적 거래를 내부자의 입으로 증명할 길이 열린다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 암호화폐 자금흐름과 5조 원 피해를 공개해 12월 7일 기술보호법 통과를 밀어붙인다","암호화폐 자금흐름과 5조 원 피해를 공개해 12월 7일 기술보호법 통과를 밀어붙인다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","산업스파이 처벌과 글로벌 블랙리스트 운용의 법적 기반이 생긴다","산업스파이 처벌과 글로벌 블랙리스트 운용의 법적 기반이 생긴다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","하버드 교수의 중국 연계를 터뜨리고 중국 부동산·지수 공매도와 미·일·EU 공조를 건다 문제로 이어진다","암호화폐 자금흐름과 5조 원 피해를 공개해 12월 7일 기술보호법 통과를 밀어붙인다의 당면 실행·결정","하버드 교수의 중국 연계를 터뜨리고 중국 부동산·지수 공매도와 미·일·EU 공조를 건다","S3-A01","0.94"
"509","509","증거 확보 (4)","89035","89193","산업스파이 처벌과 글로벌 블랙리스트 운용의 법적 기반이 생긴다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 하버드 교수의 중국 연계를 터뜨리고 중국 부동산·지수 공매도와 미·일·EU 공조를 건다","하버드 교수의 중국 연계를 터뜨리고 중국 부동산·지수 공매도와 미·일·EU 공조를 건다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","리강을 양보 협상장으로 끌어낼 국제 여론과 금융 압박이 완성된다","리강을 양보 협상장으로 끌어낼 국제 여론과 금융 압박이 완성된다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","리강의 철회 요구를 증거로 꺾고 중국행 한국 기술자 블랙리스트를 준비한다 문제로 이어진다","하버드 교수의 중국 연계를 터뜨리고 중국 부동산·지수 공매도와 미·일·EU 공조를 건다의 당면 실행·결정","리강의 철회 요구를 증거로 꺾고 중국행 한국 기술자 블랙리스트를 준비한다","S3-A01","0.94"
"510","510","증거 확보 (5)","89194","89363","리강을 양보 협상장으로 끌어낼 국제 여론과 금융 압박이 완성된다 상태","미중 충돌 속 기술·식량·정치 지렛대를 먼저 잡는 보상","기술 방벽과 대중 역공 국면에서 리강의 철회 요구를 증거로 꺾고 중국행 한국 기술자 블랙리스트를 준비한다","리강의 철회 요구를 증거로 꺾고 중국행 한국 기술자 블랙리스트를 준비한다","중국 기술탈취와 미·일의 이해관계가 동시에 압박한다","중국이 기술전에서 수세에 몰리고 다음 곡물 카르텔 협상이 열린다","중국이 기술전에서 수세에 몰리고 다음 곡물 카르텔 협상이 열린다","정보·제도","기술 방벽과 대중 역공의 주도권이 이 사건으로 김민재·태우 쪽에 한 단계 이동한다","카길·와이자타 앞에서 연 1천억 달러 곡물 구매와 농장 임차를 제안한다 문제로 이어진다","리강의 철회 요구를 증거로 꺾고 중국행 한국 기술자 블랙리스트를 준비한다의 당면 실행·결정","카길·와이자타 앞에서 연 1천억 달러 곡물 구매와 농장 임차를 제안한다","S3-A01","0.94"
