"arc_id","arc_name","start_sequence","end_sequence","start_label","end_label","episode_count","main_characters","main_locations","concrete_premise","central_question","promise","pressure_escalation","mid_turn","concrete_payoff","relationship_change","status_or_ability_change","residual_cost","next_arc_bridge","boundary_signals","confidence"
"S1-A01","고시원 죽음과 17세 회귀","1","1","1화","1화","1","김민재·김태중·김택훈·협력업체 사장","고시원·김태중 생일연회","태우 부도 뒤 20년을 빈곤과 복수심으로 버틴 김민재가 죽어 17세 생일연회로 돌아온다","신상명세서와 두 번째 삶으로 할아버지와 태우를 실제로 구할 수 있는가","조손 사랑 회복·가족 생존·배신자 복수의 장기 독자 계약을 한 화에서 세운다","미성년자의 무력함과 첫 삶의 굶주림·죄책감, 연회를 흔드는 협력업체의 거짓말이 겹친다","파텍필립 시계로 협력업체 사장의 기만을 즉석에서 까발리며 보호받는 아이에서 문제 해결자로 바뀐다","김태중과 다시 포옹하고 100만 달러 스위스 통장, 사람의 특이사항·능력치를 보는 신상명세서를 얻는다","김민재가 외면했던 김태중의 사랑을 받아들이고 김택훈도 회귀한 손자의 첫 보호자가 된다","죽은 빈민에서 17세 재벌 3세로 돌아오고 종잣돈·인재 판별 능력을 확보한다","회귀 사실을 숨겨야 하고 태우 부도·김태중의 죽음·살생부 복수는 아직 모두 미결이다","2화 태우증권에서 100만 달러를 수십조 원 방패로 키울 자기 사람을 찾는다","1화 안에서 죽음→17세로 시간·생존 상태가 뒤집힘; 고시원→재벌 생일연회로 장소·인물군이 교체됨; 100만 달러 보상 뒤 목표가 생존에서 투자로 이동함","0.99"
"S1-A02","닛케이 붕괴와 첫 SAVE 팀","2","4","2화","4화","3","김민재·김태중·한정훈·김덕환·태우증권 전담팀","태우증권·홍콩 법인·일본 증시","김민재가 220억 원을 들고 분석력 S급 한정훈 등 네 명을 골라 일본 버블 붕괴에 전액을 건다","17세의 미래 기억을 계약·인재·실현 수익으로 증명할 수 있는가","외환위기 전에 태우를 살릴 비밀 자본과 충성하는 금융팀을 만든다","직원들의 어린아이 취급, 전액 손실 위험, 김태중에게 투자 규모를 숨기는 비용이 커진다","퇴사 직전 한정훈을 선점하고 수익 1퍼센트·실패 위로금·비밀유지 계약으로 네 명을 한 팀으로 묶는다","대출총량제와 닛케이 폭락으로 예상 4,780억 원·기실현 1,210억 원을 확인하고 검정고시 만점도 얻는다","네 직원이 회장 손자의 놀이를 돕는 직원에서 성과보수와 비밀을 공유하는 핵심팀으로 바뀐다","김민재가 교육 3년을 단축하고 220억 원 종잣돈을 외환위기 방패 규모로 불릴 첫 실적을 만든다","수익은 김태중에게 숨겨야 하고 다음 전쟁 베팅은 청산 위험과 국제정치 비용이 더 크다","이라크의 쿠웨이트 침공과 유가 급등을 이용하고 사우디 왕실의 빚까지 얻으러 간다","2화 새 팀·일본시장 목표가 시작됨; 4화 대출총량제 시행으로 수익이 숫자로 결산됨; 검정고시 합격 뒤 장소·상대가 사우디·원유시장으로 이동함","0.98"
"S1-A03","사우디 왕실 약속과 걸프전 양방향 베팅","5","7","5화","7화","3","김민재·김태중·살만·무함마드 빈 살만·끄리앙끄라이·한정훈·장수영","사우디 왕궁·쿠웨이트 전쟁 뉴스·미국 SAVE","왕실 보석 절도를 미리 막아 살만의 생존 약속을 받고 걸프전 유가 상승과 하락 양쪽에 건다","재난과 전쟁의 미래 기억을 가족 기업의 국가급 방패와 합법적 수익으로 바꿀 수 있는가","사우디 왕실 인맥·건설 수주·원유 파생수익을 한 묶음으로 얻는다","100킬로그램 왕실 보석 분실, 전쟁 발발 시점, 레버리지 청산 위험과 재난을 이용한다는 죄책감이 압박한다","청소기 속 보석을 찾아 살만에게 어려울 때 왕실이 돕겠다는 약속을 받고 태우건설 수주를 두 배로 늘린다","배럴당 14달러에서 오른 유가로 2억 달러를 20억 달러로 만들고 네 직원에게 각 35억 원을 지급한다","어린 빈 살만과 친구가 되고 한정훈 팀은 임시 직원에서 SAVE의 공동 운명체가 된다","태우가 외환위기에 꺼낼 사우디 신용을 얻고 SAVE가 25명 규모 미국 투자회사로 성장한다","7화의 유가 하락 포지션은 아직 열려 있고 장수영의 미래 배신을 알면서도 현재는 처벌할 수 없다","8화 초 유가 공매도를 결산한 직후 인터넷 기업 인재와 퀀텀펀드 동맹으로 목표를 바꾼다","5화 한국 금융에서 사우디 왕궁으로 장소·상대가 전환됨; 6화 왕실 약속과 20억 달러 상승 베팅이 결산됨; 7화 조직이 SAVE로 확대되고 새 하락 포지션이 열림","0.97"
"S1-A04","제프리 탈취와 퀀텀펀드 동맹","8","10","8화","10화","3","김민재·데이비드·제프리·메기·리처드·한정훈·조지·다니엘","미국 SAVE·D.E 사무실·월가 회동","걸프전 수익을 인터넷 시대 인재 선점과 외환위기 세력인 퀀텀펀드와의 동맹에 재투자한다","태우를 공격할 월가까지 이용하면서 자기 조직과 미래 산업 지분을 지킬 수 있는가","세계급 운영자 제프리와 통화전쟁 정보·추천서를 얻어 SAVE를 자립 조직으로 만든다","D.E 대표의 매각 거부, 제프리의 잔류, 가혹한 업무 방식, 퀀텀과 손잡는 도덕·배신 위험이 커진다","김민재가 고객→셀러→상품→저가 선순환을 냅킨에 그려 주고 창업 무제한 지원으로 제프리를 빼 온다","유가 하락에서 100억 달러를 벌고 제프리·메기 팀, 수익 30퍼센트 개선, 파운드 공매도 60억 달러 동맹과 대학 추천서를 얻는다","데이비드는 첫 핵심 스카우터가 되고 제프리는 김민재의 당근과 결합한 SAVE의 채찍으로 자리 잡는다","한정훈 금융 TF·제프리 IT 투자라는 이중 운영체계가 생겨 김민재가 대학에 가도 SAVE가 움직인다","퀀텀은 훗날 태우를 노릴 적이며 성과급 조직은 과로와 내부 반발 위험을 남긴다","하버드 합격 뒤 귀국해 태우장학재단으로 국내 권력·인재망을 심는다","8화 걸프전 포지션이 완결되고 목표가 인터넷 인재로 교체됨; 9화 제프리 영입으로 조직 상태가 바뀜; 10화 상대·장소가 퀀텀 통화전쟁과 한국 귀국으로 이동함","0.97"
"S1-A05","태우장학재단과 권력 인맥 심기","11","14","11화","14화","4","김민재·김태중·김택훈·데이비드·한정훈·강준기·클린턴·푸틴","김태중 자택·태우장학재단·한국 공직사회·미국·러시아","하버드 합격으로 귀국한 김민재가 200억 원 장학재단과 SAVE 펀드를 이용해 비주류 공직자와 미래 권력자를 선점한다","돈으로 산 줄이 아니라 위기 때 태우를 지킬 사람·신뢰·노후 이해관계를 만들 수 있는가","가족의 신뢰와 장학생·검경·관료·클린턴·푸틴으로 이어지는 장기 보호망을 확보한다","미성년 비자금 의심, 인맥 없는 공직자의 낮은 성공 가능성, 재단 지속 비용, 조지의 프랑화 함정이 압박한다","SAVE 100억 원을 퀀텀 이름으로 기부해 김태중의 뒷조사를 유도하고 김택훈의 검증 뒤 감시를 신뢰로 뒤집는다","첫 장학생 100명·공직 펀드 80명 이상, 클린턴 1천만 달러·푸틴 500만 달러 연결, 파운드전 30억 달러 수익을 얻는다","김태중이 보호·감시 대상이던 손자를 스스로 판단할 후계자로 신뢰하기 시작한다","김민재가 하버드생이자 장학재단 이사장, 국제 권력에 투자하는 SAVE의 실소유자로 자리 잡는다","사람을 복리계좌로 묶는 방식의 윤리 비용과 퀀텀의 배신 가능성, 태우 내부 권한 부재가 남는다","3년 뒤 하버드를 조기졸업하고 창원 부품공장 차장으로 들어가 첫 내부 수술을 시작한다","11화 하버드 합격·귀국으로 시공간이 전환됨; 12~14화 장학재단·공직펀드가 실제 인원으로 정착함; 14화 파운드 수익 결산과 프랑화 배신 경고 뒤 3년 시간점프가 열림","0.97"
"S1-A06","창원 공장 첫 수술과 명동 사채 단절","15","30","15화","30화","16","김민재·김태중·김택훈·서우태·한지혜·주영미·강인식·윤일섭·정수철·이준수·이선일","창원 부품공장·태우 감사팀·사장단 회의·광화문 고택·CT은행","1995년 태우 차장으로 입사한 김민재가 창원 고철·팔레트 횡령에서 노조·감사팀·명동 사채 카르텔까지 파고든다","공신과 관행을 감싸는 김태중의 방식까지 거슬러 태우 내부 배신 구조를 잘라낼 수 있는가","첫 내부고발 승리, 감사권, 명동 부채 상환과 곰 이선일의 외환위기 동맹을 얻는다","서우태의 이중장부, 정수철·이준수 연결, 채용비리 노조, 명동 4천억 원, 김태중과의 조손 충돌이 단계적으로 커진다","김민재가 태우를 떠날 수 있다는 배수진으로 계열사 부사장급 감사팀 본부장 권한을 받아낸다","서우태 형사처리, 윤일섭 감사6팀 기반, 이준수 파업 반대 51퍼센트, CT은행 4천억 저리대출과 이선일 협상판을 얻는다","김태중과의 사랑이 순종에서 경영 원칙을 두고 싸우고도 권한을 위임하는 후계 관계로 바뀐다","차장에서 감사팀 본부장으로 오르고 강인식 경호·수사망과 SAVE의 외부 금융갑옷을 태우 안에 연결한다","내부 편가르기와 공개 망신 비용, 이준수 일파 47명 최종 징계와 이선일의 수락은 31화 초까지 이어진다","31화 이선일의 결심과 47명 숙청 뒤 기술·경제연구소 독립권으로 전장이 옮겨 간다","15화 3년 점프·하버드생→태우 임직원·미국→창원 전환; 19~20화 서우태 처벌과 감사본부장 승진; 28~30화 파업·4천억 사채가 무너지고 광화문 이선일 협상으로 장소·상대가 교체됨","0.98"
"S1-A07","연구소 독립과 이노폰 시제품","31","39","31화","39화","9","김민재·김태중·윤일섭·박진훈·후쿠다·박준일·조나단·스티브 잡스·이선일·한정훈","태우 기술·경제연구소·미국 특허사무소·NEXT·광화문 고택·회장실","감사 성과로 연구소장에 밀려난 김민재가 독립 인사권·특허 보상제·잡스 소프트웨어를 모아 폴더폰을 만든다","좌천용 연구소를 태우전자 지배권과 세계 휴대폰 특허의 발판으로 바꿀 수 있는가","40명 특허팀·세계급 디자이너와 변호사·NEXT OS·24일 이노폰 시제품을 확보한다","박진훈의 좌천 의도, 연구원들의 기술료 관성, 개발 시간, 애플 밖 잡스와 명동 지분 수집 비용이 압박한다","조나단에게 폴더·슬라이드·스마트폰 미래 디자인을 보여 합류시키고 잡스에게 5천만 달러와 전권을 줘 OS 지분 80퍼센트를 얻는다","주당 2~3건 특허 출원로, 24일 폴더폰 두 대, 50개 이상 특허와 명동의 태우전자 15퍼센트 매수 약속을 얻는다","윤일섭은 정식 감사팀장이 되고 박준일·조나단·잡스가 민재의 기술 동맹으로 묶인다","김민재가 감사 칼에서 통합 연구소장·제품 설계자·특허 소유자로 역할을 넓힌다","이노폰은 아직 양산·판매 전이고 박진훈은 실패를 기다리며 사장 자리를 지키고 있다","40화 박진훈과 1년 성패 내기를 걸어 생산공장·에이스·자금을 백지위임받는다","31화 명동·감사 숙청이 닫히고 연구소가 새 장소가 됨; 34~37화 인물군이 특허·디자인·잡스로 교체됨; 39화 실물 시제품과 특허 보상이 지급되고 목표가 양산·판매로 바뀜","0.97"
"S1-A08","이노폰 생산망과 MP3 특허 선점","40","46","40화","46화","7","김민재·김태중·박진훈·이석준·이선일·황영철·구철규·데이비드·강인식","태우전자 인천·부천 공장·디지털케이스·톰슨·삼풍 붕괴현장·광화문 고택","박진훈과 1년 내기를 건 김민재가 에이스 30명·두 공장·MP3 원천특허를 모아 이노폰 양산과 차세대 음악기기를 동시에 준비한다","생산·특허·재난 대응을 모두 실제 성과로 만들어 박진훈의 실패 프레임을 꺾을 수 있는가","27만 대 재고·MP3 지분과 원천특허·명동 신뢰·박진훈 비리증거를 확보한다","낮은 공장 생산성, 해외 특허 매입, 황영철 자금난, 삼풍 참사, 박진훈 파벌의 방해가 겹친다","디지털케이스 49퍼센트를 98억 원에 사고 톰슨 특허를 가격 불문 확보해 휴대폰 다음 음원축을 선점한다","생산량을 하루 1천5백 대로 올리고 MP3 특허 묶음, 대통령실의 구조 감사, 이선일의 완전한 신뢰와 박진훈 비리 파일을 얻는다","이석준·구철규·황영철은 돈만 받는 하청이 아니라 제품 성공을 공유하는 실행자로 결속한다","연구소 시제품이 27만 대 규모 양산체계와 음원 원천권을 가진 사업으로 바뀐다","삼풍 예측을 이용한 도덕 부담과 양산품의 시장 검증, 박진훈의 언론 역공이 남는다","47화 독일 가전박람회 중앙 부스에서 잡스가 이노폰을 세계에 공개한다","40화 연구소에서 생산공장으로 목표·장소 이동; 43~45화 MP3 특허·삼풍 구조라는 새 표면이 결합됨; 46화 비리파일 확보 뒤 9월 박람회가 성공·축출 결산점으로 명시됨","0.96"
"S1-A09","세계 박람회와 거짓 결함 역공","47","52","47화","52화","6","김민재·스티브 잡스·박진훈·강인식·조 차장·우성일·박 기자·김태중","독일 가전박람회·타임스퀘어·강남·태우 사장단 회의","이노폰 세계 공개 뒤 박진훈 파벌이 거짓 결함을 언론에 흘리자 김민재가 역정보와 세계 시연으로 반격한다","제품 흠집내기를 세계 광고와 사장 축출, 태우전자 지배권으로 되돌릴 수 있는가","이노폰 주문·박진훈 축출·태우전자 사장 취임과 지분 상속을 한 번에 지급한다","영업조직 부재, 모토로라 견제, 내부 스파이와 1면 허위기사로 제품 신뢰가 무너질 위험이 커진다","조 차장에게 의도적으로 거짓 결함 자료를 흘리고 사진·녹취로 우성일·기자를 고발 증인으로 돌린다","3국 1천 대 공개체험과 정정기사로 30만 대를 팔고 미국 30만·유럽 10만·한국 10만 주문, 박진훈 축출·사장 추천을 얻는다","잡스는 애플 복귀 서사와 이노폰 성공을 공유하고 박진훈 파벌 12명은 민재 쪽 증인으로 돌아선다","20대 초반 김민재가 연구소장에서 태우전자 지배주주·사장으로 오른다","대량 주문을 감당할 생산·인사 개혁과 중국 산업스파이, 애플 구조조정이 다음 비용이다","53화 첫 출근부터 공장 세 곳 전환·불량품 교환·1천5백 명 재배치를 시작한다","47화 박람회 세계공개로 장소·독자보상이 전환됨; 49~51화 내부방해가 공개 역정보전으로 뒤집힘; 52화 판매 수치·박진훈 축출·사장 승진으로 제품과 권력 루프가 함께 닫힘","0.98"
"S1-A10","태우전자 사장과 애플·다이먼 재편","53","58","53화","58화","6","김민재·김태중·강인식·다이먼·샌디 웨일·스티브 잡스·이석준·이선일","태우전자 공장·애플 이사회·SAVE·명동·국내 은행","태우전자 사장이 된 김민재가 생산·인사·산업스파이를 정리하고 다이먼과 잡스를 자기 편으로 돌려 중공업 지분전에 착수한다","전자회사 내부개혁과 월가·애플 재편을 동시에 지휘해 그룹 구조조정 자금을 만들 수 있는가","공장 재배치·스파이 제거·다이먼 영입·잡스 CEO 복귀·태우중공업 지분전을 얻는다","1천5백 명 인사 혼선, 중국 기술유출, 샌디 웨일과 다이먼의 결별, 애플 이사회, 중공업 40퍼센트 싸움이 커진다","독립 금융회사와 전권을 약속해 다이먼을 빼 오고 SAVE가 NEXT 인수비를 대는 대신 미래 소프트웨어 권리를 갖는다","500명 적성 재배치, 애플 CEO 잡스 복귀와 소프트웨어 권리, 명동·은행을 통한 태우중공업 지분 약 10퍼센트 추가를 얻는다","다이먼은 월가의 경쟁자에서 김민재의 구조조정 집행자가 되고 잡스는 기술 파트너로 복귀한다","김민재가 국내 전자 사장을 넘어 애플 이사회와 국제 금융회사를 움직이는 그룹 설계자로 올라선다","태우중공업 인수전은 아직 40퍼센트에 못 미치고 김태중에게 정체를 숨긴 아크만·SAVE 자금이 필요하다","59화 은행 지분을 모은 뒤 사우디 살만을 찾아 왕실 흑기사를 실제 지분으로 불러온다","53화 사장 취임으로 직위·장소가 바뀜; 54~57화 내부개혁이 다이먼·애플 글로벌 재편으로 확대됨; 58화 목표가 전자에서 중공업 지분전·사우디 왕실로 이동함","0.96"
