sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
286,286화,마윈의 값을 재다,68367,68571,full,마윈의 값을 재다에서 마윈과 중국 인터넷 시장의 첫 협상권이 어떻게 생기는지 확인한다.,선악의 저울로 마윈을 판별하고 차이나 옐로 페이지 49% 투자안을 내민다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,선악의 저울로 마윈을 판별하고 차이나 옐로 페이지 49% 투자안을 내민다,낯선 창업자에게 거액을 먼저 내보이는 정보 비대칭,마윈이 지분 가격을 역으로 높여 부른다는 기존의 승리를 다음 문제로 뒤집는다.,마윈과 중국 인터넷 시장의 첫 협상권,family,마윈과 중국 인터넷 시장의 첫 협상권이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,마윈이 지분 가격을 역으로 높여 부른다,마윈의 값을 재다의 즉시 과제가 회차 안에서 부분 결산된다.,마윈이 지분 가격을 역으로 높여 부른다,D01,high
287,287화,백지수표보다 큰 조건,68572,68815,full,백지수표보다 큰 조건에서 단순 매수가 아닌 장기 동업의 판이 어떻게 생기는지 확인한다.,마윈의 49% 요구가를 받아치며 1억 달러 규모의 성장 자금을 제시한다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,마윈의 49% 요구가를 받아치며 1억 달러 규모의 성장 자금을 제시한다,지분은 얻어도 창업자의 신뢰와 자율성을 잃을 수 있음,마윈이 돈보다 경영 조건을 확인한다는 기존의 승리를 다음 문제로 뒤집는다.,단순 매수가 아닌 장기 동업의 판,company,단순 매수가 아닌 장기 동업의 판이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,마윈이 돈보다 경영 조건을 확인한다,백지수표보다 큰 조건의 즉시 과제가 회차 안에서 부분 결산된다.,마윈이 돈보다 경영 조건을 확인한다,D01,high
288,288화,경영권을 남기는 투자,68816,69029,full,경영권을 남기는 투자에서 49% 지분과 미국 상장으로 이어질 계약 원칙이 어떻게 생기는지 확인한다.,감사와 상장 조건을 붙이되 마윈의 경영 자율을 보장하는 계약 틀을 확정한다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,감사와 상장 조건을 붙이되 마윈의 경영 자율을 보장하는 계약 틀을 확정한다,통제권을 내려놓아야 하는 대주주의 비용,서명 뒤 회사의 새 이름과 다음 사업이 남는다는 기존의 승리를 다음 문제로 뒤집는다.,49% 지분과 미국 상장으로 이어질 계약 원칙,society,49% 지분과 미국 상장으로 이어질 계약 원칙이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,서명 뒤 회사의 새 이름과 다음 사업이 남는다,경영권을 남기는 투자의 즉시 과제가 회차 안에서 부분 결산된다.,서명 뒤 회사의 새 이름과 다음 사업이 남는다,D01,high
289,289화,알리바바닷컴의 탄생,69030,69275,full,알리바바닷컴의 탄생에서 중국 전자상거래의 출발점과 마윈의 충성이 어떻게 생기는지 확인한다.,투자 계약을 체결하고 회사를 알리바바닷컴으로 다시 세운다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,투자 계약을 체결하고 회사를 알리바바닷컴으로 다시 세운다,아직 매출과 조직이 없는 이름에 자본을 거는 위험,마윈이 전자상거래 밖 물류망을 꺼낸다는 기존의 승리를 다음 문제로 뒤집는다.,중국 전자상거래의 출발점과 마윈의 충성,capital,중국 전자상거래의 출발점과 마윈의 충성이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,마윈이 전자상거래 밖 물류망을 꺼낸다,알리바바닷컴의 탄생의 즉시 과제가 회차 안에서 부분 결산된다.,마윈이 전자상거래 밖 물류망을 꺼낸다,D01,high
290,290화,물류와 검색의 두 갈래,69276,69514,full,물류와 검색의 두 갈래에서 상거래와 검색을 잇는 두 성장 축이 어떻게 생기는지 확인한다.,마윈의 물류 투자 제안을 검토하는 동시에 세르게이 브린을 큐브 대표 후보로 올린다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,마윈의 물류 투자 제안을 검토하는 동시에 세르게이 브린을 큐브 대표 후보로 올린다,중국 현장과 미국 기술 회사를 동시에 통제해야 하는 분산 비용,장가이와의 물류 협상이 시작된다는 기존의 승리를 다음 문제로 뒤집는다.,상거래와 검색을 잇는 두 성장 축,ability,상거래와 검색을 잇는 두 성장 축이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,장가이와의 물류 협상이 시작된다,물류와 검색의 두 갈래의 즉시 과제가 회차 안에서 부분 결산된다.,장가이와의 물류 협상이 시작된다,D01,high
291,291화,알리페이의 전제,69515,69779,full,알리페이의 전제에서 결제와 배송까지 묶인 알리바바 생태계 설계이 어떻게 생기는지 확인한다.,장가이의 배송 사업과 이베이 철수 요구를 듣고 알리페이 구상을 검토한다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,장가이의 배송 사업과 이베이 철수 요구를 듣고 알리페이 구상을 검토한다,중국 정부·이베이·현지 경영자 사이 이해 충돌,마윈이 경영 불간섭 약속을 요구한다는 기존의 승리를 다음 문제로 뒤집는다.,결제와 배송까지 묶인 알리바바 생태계 설계,family,결제와 배송까지 묶인 알리바바 생태계 설계이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,마윈이 경영 불간섭 약속을 요구한다,알리페이의 전제의 즉시 과제가 회차 안에서 부분 결산된다.,마윈이 경영 불간섭 약속을 요구한다,D01,high
292,292화,불간섭의 대가,69780,70079,full,불간섭의 대가에서 마윈의 전권과 중국 물류 선점권이 어떻게 생기는지 확인한다.,경영 불간섭을 약속하는 대신 물류에 5억 달러를 투입할 토지·창고 계획을 받는다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,경영 불간섭을 약속하는 대신 물류에 5억 달러를 투입할 토지·창고 계획을 받는다,돈을 대고도 현장 의사결정에 개입하지 못하는 비용,중국 계약을 닫고 미국 기술 전쟁으로 이동한다는 기존의 승리를 다음 문제로 뒤집는다.,마윈의 전권과 중국 물류 선점권,company,마윈의 전권과 중국 물류 선점권이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,중국 계약을 닫고 미국 기술 전쟁으로 이동한다,불간섭의 대가의 즉시 과제가 회차 안에서 부분 결산된다.,중국 계약을 닫고 미국 기술 전쟁으로 이동한다,D01,high
293,293화,중국판을 닫고 미국으로,70080,70325,full,중국판을 닫고 미국으로에서 중국 인터넷·물류의 장기 교두보이 어떻게 생기는지 확인한다.,알리바바·결제·물류의 역할을 나눈 뒤 미국의 큐브 경영 문제를 처리하러 떠난다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,알리바바·결제·물류의 역할을 나눈 뒤 미국의 큐브 경영 문제를 처리하러 떠난다,막대한 선투자에 아직 회수 실적이 없음,이베이의 반격과 브린 면접이 기다린다는 기존의 승리를 다음 문제로 뒤집는다.,중국 인터넷·물류의 장기 교두보,society,중국 인터넷·물류의 장기 교두보이 생기며 알리바바와 중국 물류의 선점의 상태가 한 단계 이동한다.,이베이의 반격과 브린 면접이 기다린다,중국판을 닫고 미국으로의 즉시 과제가 회차 안에서 부분 결산된다.,이베이의 반격과 브린 면접이 기다린다,D01,high
294,294화,이베이의 거절과 브린의 등장,70326,70569,full,이베이의 거절과 브린의 등장에서 검색 기술자를 경영자로 바꿀 면접 기회이 어떻게 생기는지 확인한다.,이베이 측의 중국 철수 거부를 확인하고 세르게이 브린을 직접 만난다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,이베이 측의 중국 철수 거부를 확인하고 세르게이 브린을 직접 만난다,경쟁사와 정면 충돌할 가능성,브린이 큐브의 미래 기술을 묻는다는 기존의 승리를 다음 문제로 뒤집는다.,검색 기술자를 경영자로 바꿀 면접 기회,capital,검색 기술자를 경영자로 바꿀 면접 기회이 생기며 큐브의 검색·영상 생태계의 상태가 한 단계 이동한다.,브린이 큐브의 미래 기술을 묻는다,이베이의 거절과 브린의 등장의 즉시 과제가 회차 안에서 부분 결산된다.,브린이 큐브의 미래 기술을 묻는다,D02,high
295,295화,검색을 넘어선 큐브,70570,70822,full,검색을 넘어선 큐브에서 큐브를 검색회사가 아닌 기술 플랫폼으로 재정의이 어떻게 생기는지 확인한다.,브린을 영입해 인공지능·자율주행·지도·지구 서비스와 앱 판매망을 설계한다는 과제를 끝까지 자기 편의 구조로 바꾸는 것이다.,브린을 영입해 인공지능·자율주행·지도·지구 서비스와 앱 판매망을 설계한다,한 회사에 너무 많은 연구 과제를 얹는 집중력 비용,영상 공유라는 새 서비스가 나온다는 기존의 승리를 다음 문제로 뒤집는다.,큐브를 검색회사가 아닌 기술 플랫폼으로 재정의,ability,큐브를 검색회사가 아닌 기술 플랫폼으로 재정의이 생기며 큐브의 검색·영상 생태계의 상태가 한 단계 이동한다.,영상 공유라는 새 서비스가 나온다,검색을 넘어선 큐브의 즉시 과제가 회차 안에서 부분 결산된다.,영상 공유라는 새 서비스가 나온다,D02,high
