sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
96,"96화","재벌가 막둥이는 만능 천재! 96화",23084,23309,"5공 비리 청문회가 절정에 든 상태","허상도의 선택이 가족과 국가의 평가를 바꾼다","불법 자금을 국민에게 돌리고 부친의 명예를 세운다","허상도에게 1,000억 원 전액 국고 귀속 선언을 이끌고 이후 사면 통로를 찾는다","허상도와 김 실장이 현장에서 체포되고 과거 죄가 공식 기록이 된다","허상도의 선악 수치가 65 대 35로 상승하고 준수에게 부끄럽지 않은 아버지가 되겠다고 한다","아버지가 돈보다 명예를 택했다는 가족적 인정","family","허상도가 범죄자에서 속죄하는 부친으로 재정의된다","김영준 총재가 사면 거래의 새 축으로 부상한다","비자금 1,000억의 처분","허상도 사면과 3당 합당 거래","B01",high
97,"97화","재벌가 막둥이는 만능 천재! 97화",23310,23529,"청문회 직후 사면 기대가 남아 있다","정치 권력이 약속을 뒤집을 때 준수가 어떻게 갚는지 보여 준다","허상도를 8·15 특사로 빼낸다","박 대표의 청와대 정보를 듣고 전두완과 노대우의 의도를 역산한다","전두완의 요구로 허상도가 1993년까지 사면 명단에서 제외된다","준수는 사면 좌절을 1,000일 단가 5억 달러짜리 복수 채권으로 바꾼다","명확한 적과 장기 응징 목표","politics","노대우와 전두완이 준수의 개인적 적으로 고정된다","김 실장을 통해 정치·비자금 증거를 모으려 한다","8·15 사면 기대","5억 달러를 500억 달러로 키울 응징 계획","B01",high
98,"98화","재벌가 막둥이는 만능 천재! 98화",23530,23805,"김 실장이 출소하고 허상도는 수감 중이다","준수가 가족의 상처를 정리하며 복수 조직을 만든다","부친의 사람을 자기 편으로 묶고 생모를 자유롭게 한다","김 실장을 숙부라 부르며 영입하고 특별 면회에서 허상도에게 생모와의 관계 정리를 부탁한다","친모와 법적 가족 사이의 오래된 죄책감과 허상도의 미련이 남아 있다","허상도는 마지막 대면을 받아들이고 김 실장은 준수의 응징에 합류한다","가족 경계와 충성 네트워크 정리","relationship","김 실장은 고용인이 아닌 숙부이자 정보 책임자가 된다","허상도가 생모에게 마지막 말을 전할 차례다","김 실장의 출소와 재영입","생모 해방과 정치 보복 실행","B01",high
99,"99화","재벌가 막둥이는 만능 천재! 99화",23806,24070,"허상도와 생모의 관계 정리가 필요하다","부친의 수감 시간을 돈과 권력으로 되갚는 장기 서약","허상도를 1,000일 안에 꺼내고 생모의 새 삶을 보장한다","도쿄의 김 할매 투자 위험을 확인한 뒤 면회에서 허상도의 결별 동의와 출소 약속을 받는다","부친은 감옥에 남고 일본 부동산은 하락 조짐을 보인다","준수는 5억 달러를 50억과 500억 달러로 증식해 응징하겠다고 확정한다","장기 자본 축적의 목적","capital","투자 성공이 가족 복수의 재원으로 명시된다","생모의 교통사고가 가족 Arc를 급습한다","허상도와 생모의 관계 해제","부친 1,000일·500억 달러 응징 서약","B01",high
100,"100화","재벌가 막둥이는 만능 천재! 100화",24071,24316,"생모가 새 삶을 시작하던 중이다","가족 위기가 음모인지 사고인지 판별하는 준수의 대응","생모와 태아를 지키고 사고의 배후를 확인한다","생모의 사고 경위를 보고받고 김 실장에게 전두완·노대우 자료와 투자 자본 축적을 병행시킨다","오토바이 운전자는 사망했고 생모는 죄책감과 충격을 감당한다","사고가 고의가 아니라 신호 위반 사고였으며 생모가 안전띠로 태아를 지킨 사실이 드러난다","복수와 가족 보호의 동시 과제","family","준수의 전장은 정치 보복에서 생모 보호까지 넓어진다","사고 현장과 생모 곁에 있던 장우혁의 정체를 확인해야 한다","교통사고의 고의성 의심","장우혁 영입과 생모의 임신 문제","B01",high
101,"101화","재벌가 막둥이는 만능 천재! 101화",24317,24594,"생모 사고가 우발 사고로 판명됐다","돈 많은 검사라는 정체성과 새 무력 담당자의 탄생","생모에게 가는 길의 수상한 경호원을 판별한다","사망 운전자 유족에게 법률·정신과 지원을 붙이고 장우혁의 선악 수치와 전력을 시험한다","장우혁은 정체를 숨기고 준수는 아직 어린 몸으로 직접 위험을 떠안는다","장우혁이 돈을 준 꼬맹이를 위해 일하겠다고 하며 과거 조직 생활을 인정한다","첫 독자적 경호 자원 확보","relationship","장우혁이 김 실장의 그림자에서 준수의 후보 수족으로 이동한다","장우혁의 충성 시험과 생모의 연애 고백이 기다린다","사고 배후 의혹","장우혁 충성·생모의 제비 관계","B02",high
102,"102화","재벌가 막둥이는 만능 천재! 102화",24595,24902,"준수는 생모의 임신과 연인을 아직 모른다","버림받았던 아들이 어머니의 선택을 어떻게 받아들이는지 보여 준다","생모가 다시 버림받지 않도록 삶과 사랑을 보장한다","생모의 제비 한남철 사랑과 임신·낙태 고민을 듣고 아파트와 보호를 그대로 제공한다","생모는 허상도가 연인을 해칠까 두려워했고 준수에게 죄책감을 품는다","준수는 태어날 이부동생까지 가족으로 받아들이고 생모를 떠나지 않겠다고 한다","생모와의 정서적 화해","family","생모는 숨겨야 할 과거가 아니라 준수가 지킬 현재 가족이 된다","한남철이 생모를 사랑하는지 직접 확인한다","임신 은폐와 낙태 고민","한남철 검증·이부동생 보호","B02",high
103,"103화","재벌가 막둥이는 만능 천재! 103화",24903,25226,"생모는 한남철을 사랑하지만 그의 진심은 불명이다","준수가 돈이 아니라 직접 대면으로 가족 위험을 처리한다","한남철을 통제해 생모와 태아를 지킨다","생모 계좌를 매일 1,000만 원으로 복구되게 하고 가리봉동 카바레를 통째로 비운 뒤 한남철과 독대한다","한남철은 여자를 등치는 제비이고 장우혁은 준수의 무모한 단독 행동을 지켜본다","준수가 뜨거운 커피를 들이부으며 상대의 판을 강제로 멈춘다","가족 보호 방식의 과격화","ethics","준수가 자본가에서 직접 폭력을 감수하는 보호자로 이동한다","체격 차가 큰 한남철과의 실전 싸움","생모·이부동생의 경제 안전망","한남철 제압과 장우혁 충성 시험","B02",high
104,"104화","재벌가 막둥이는 만능 천재! 104화",25227,25545,"준수와 한남철의 대치가 물리전으로 번졌다","만능 능력에도 어린 몸이라는 비용이 있음을 보여 준다","한남철을 굴복시키되 생모가 사랑하는 사람을 없애지 않는다","절권도와 로킥으로 싸우고 치명타 직전에 장우혁의 개입을 받아들인 뒤 한남철에게 곁을 지키라고 명령한다","체격과 힘의 차이로 준수가 실제로 죽을 수 있는 순간까지 몰린다","장우혁은 명령 없이도 생명선에서 개입하고 준수는 제거 대신 강제 잔류를 택한다","무력과 판단의 역할 분담","relationship","장우혁이 준수의 생명을 지키는 실전 수족으로 검증된다","한남철에게 임신 사실과 선택의 대가를 밝힌다","장우혁의 실전 충성 시험","한남철의 가족 내 잔류 조건","B02",high
105,"105화","재벌가 막둥이는 만능 천재! 105화",25546,25820,"한남철은 생모 곁에 남으라는 명령을 받았다","가족 분쟁의 보상 뒤 기업 기술 과제로 속도를 바꾼다","장우혁을 완전한 수족으로 만들고 대산전자의 다음 도약을 점검한다","임신을 알린 뒤 한남철을 위협·통제하고 장우혁에게 빅 보스와 손발의 계약을 확정한다","한남철의 애정은 불확실하고 대산전자의 말하는 압력밥솥은 목표의 30%에 불과하다","장우혁이 준수의 손발임을 선언하고 대산전자는 쿠쿠 출시와 음성 기능 지속을 결정한다","개인 보호 능력이 기업 실행력으로 전환","enterprise","준수는 가족 경호망과 제품 개발망을 동시에 갖춘다","교세라의 이동통신 기술 거절을 뚫을 새 인재·기술 전략","장우혁 영입","휴대전화 기술 확보·쿠쿠 완성","B02",high
106,"106화","재벌가 막둥이는 만능 천재! 106화",25821,26079,"교세라 기술 이전이 거절되고 대산전자는 인력이 부족하다","인재 수집과 계열사 지분 설계로 만능성을 조직화한다","전자·제약의 기술 기반과 부친 사면 통로를 동시에 만든다","고액 연봉으로 전자·반도체·통신 인재를 모으고 노키아·모토로라로 방향을 바꾼 뒤 강철중에게 김영준 면담을 청한다","기술 원천이 없고 김영준은 아직 정치적 거래 상대다","대산제약 지분이 준수 80%로 확인되어 신약 과실을 통제할 토대가 드러난다","인재와 지분의 통제력","enterprise","개인의 미래지식이 연구 조직과 소유 구조로 번역된다","심혈관 신약의 예상 밖 부작용이 새 시장을 연다","교세라 의존 전략","김영준 거래·발기부전 신약 전환","B03",high
107,"107화","재벌가 막둥이는 만능 천재! 107화",26080,26299,"대산제약 신약에서 발기 부작용이 발견됐다","실패한 약과 정치적 약속을 각각 새 가치로 뒤집는다","부친 사면과 대선 지원의 교환 조건을 만든다","신약 부작용을 남성 치료제로 검토하게 하고 김영준에게 3당 합당과 대통령 당선 경로를 예언한다","어린 준수의 말을 정치 거물이 믿어야 하고 신약은 본래 목적에 실패했다","준수가 청문회 1,000억 귀속까지 자기 설계였다고 밝혀 협상력을 증명한다","예지 능력의 정치적 신용화","politics","김영준은 준수를 후원 대상이 아니라 대선 설계자로 보기 시작한다","정치자금을 합법적으로 건넬 구체 방식","신약 본래 효능 실패","김영준 채무·남성 치료제 개발","B03",high
108,"108화","재벌가 막둥이는 만능 천재! 108화",26300,26539,"김영준은 준수의 예측력에 설득되기 시작했다","정치 거래와 신약 전환이 동시에 보상되는 장면","김영준에게 빚을 만들고 실패한 신약을 세계 시장 상품으로 바꾼다","저서 100만 권 구매·도서관 기증으로 정치자금을 합법화하고 발기부전 치료제 임상으로 방향을 돌린다","반환한 1,000억이 노대우에게 흘러갈 수 있고 신약 상용화에는 장기 임상이 필요하다","김영준이 부친 사면 약속을 하고 준수는 9년 빠른 신약 기회를 확보한다","정치 채권과 특허 선점","status","준수는 차기 권력의 비선 채권자이자 신약 최대주주가 된다","1990년 8월로 뛰어넘어 성과의 시간 비용을 확인한다","김영준 사면 거래","장기 임상·하버드 3학년 이후 확장","B03",high
109,"109화","재벌가 막둥이는 만능 천재! 109화",26540,26825,"3년의 준비 기간이 지나 생모가 딸을 낳았다","가족 변화와 하버드 인맥이 다음 확장 자산이 된다","생모 가족을 안정시키고 미국 상류 인맥을 넓힌다","장우혁에게 생모·혜원·한남철 상황을 보고받고 하버드에서 리안과 잉그리드 잭슨을 만난다","한남철은 혼인과 부성을 거부하고 장우혁은 감정을 숨긴다","준수는 나이트클럽을 조건으로 한남철의 결단을 유도하고 리안의 보호로 인종차별을 넘는다","가족·학연 네트워크 확대","relationship","혜원과 장우혁이 준수 가족의 실질 구성원으로 자리 잡는다","하버드 졸업 검증과 한남철의 최종 선택","생모 출산 확인","장우혁의 사랑·하버드 졸업 시험","B03",high
110,"110화","재벌가 막둥이는 만능 천재! 110화",26826,27092,"준수의 조기 졸업 논문이 표절 의심을 받는다","천재 타이틀을 실시간 검증으로 증명한다","논문이 자기 지식임을 입증해 조기 졸업한다","20분 안에 논문을 암송·해설하겠다고 맞서고 장두칠의 강정우 부양 사연이 병렬로 제시된다","인종·재벌 편견과 보험사의 구상권 청구가 각각 능력과 선의를 압박한다","준수는 시험을 자청하고 장두칠은 죽은 가해자의 가족까지 책임지고 있음이 드러난다","지적 능력과 도덕적 부채의 병치","reputation","준수의 학문 천재성이 공개 검증대에 오른다","17분 증명과 강정우 채무 문제가 함께 결말을 요구한다","논문 대필 의혹 제기","조기 졸업·강정우 구상권","B04",high
111,"111화","재벌가 막둥이는 만능 천재! 111화",27093,27338,"논문 검증과 일본 부동산 하락이 동시에 진행된다","지식 보상과 타인의 투자 실패를 대비시킨다","하버드를 조기 졸업하고 일본 자산 위기의 활용 가능성을 본다","17분 만에 논문을 증명하고 김 할매가 폭락한 아파트를 곽도원에게 넘기는 거래를 관찰한다","김 할매는 원금 상환 압박을 받고 파친코 지분 40%를 내줘야 한다","준수는 1년 조기 졸업하고 독자 투자 활동 자격을 확보한다","공식 학력과 시장 진입권","status","학생 천재가 월가에서 책임지는 성인 역할로 이동한다","리버마운틴에서 닷컴·옵션 전략을 실제 자본으로 펼친다","논문 검증과 조기 졸업","리버마운틴 투자 직책·일본 자산 재편","B04",high
112,"112화","재벌가 막둥이는 만능 천재! 112화",27339,27542,"리버마운틴 자산은 5억에서 20억 달러로 늘었다","돈 버는 능력을 사업 생태계로 분화한다","단기 투자를 넘어 장기 성장 플랫폼을 만든다","10억씩 롱·숏을 나누고 절반을 엔젤펀드·스포츠·옵션·닷컴 사업에 배정해 투자매니저 등록을 추진한다","미성년이라는 신뢰 장벽과 한 번의 실패가 거액 손실로 이어질 위험이 있다","월가 실적이 나이 반대를 누르고 공식 매니저 진입을 가능하게 한다","자본 운용의 제도화","capital","준수의 기억이 개인 매매에서 포트폴리오 시스템으로 확장된다","결제와 전자상거래 회사를 누가 맡을지 결정해야 한다","20억 달러 자산 증식","신규 자회사·인재 배치","B04",high
