sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
52,"52화","미분양",13303,13532,"용인 현장에 130가구 미분양이 남아 있고 조도겸은 대리 승진 가능성을 증명해야 한다.","돈과 인맥을 실제 주거 수요로 바꾸어 난제를 하루 안에 끝낸다.","미분양을 해소하고 현장 구성원에게 실력으로 인정받는다.","DK가 잔여 세대를 매입하고 세운사운드를 이전하며 직원에게 반값 전세·매입과 무이자 급여 대출을 제시한다.","매입비 65억 원과 40억 원 보증금, 회사 이전·생산 중단 위험, IMF 뒤 직원들의 주거 불안이 따른다.","홍수홍이 당일 40억 원을 송금하면서 130가구가 하루 만에 모두 계약된다.","조문홍·조주영이 성과를 인정해 사원에서 대리로 올리고 팀 전체 소고기 회식과 보너스를 지급한다.","지위·관계·사업","낙하산 의심을 받던 막내 사원에서 현장을 구한 조 대리이자 동료가 환호하는 해결사로 바뀐다.","숙취가 남은 다음 날에도 새 승진을 증명할 경쟁입찰 임무가 기다린다.","용인 미분양 130가구와 첫 현장 승진 시험","대리 승진의 정당성 입증과 경쟁입찰 승리",S02-A01,high
53,"53화","입찰의 신(1)",13533,13778,"파격 승진 뒤 특혜 의심을 지우기 위해 조도겸이 이강현의 경쟁입찰 TFT에 배치된다.","기존 정보전이 막힌 입찰에서 새 마법이 정확한 숫자를 찾아낸다.","한신건설의 투찰가를 알아내 팀의 승리 근거를 만든다.","사우나·술집 잠복과 쓰레기 수색에 동행한 뒤 혼자 현장을 다시 찾아 대지의 기억을 연다.","밤샘 잠복과 모욕적인 쓰레기 수색에도 자료가 없고 신입 대리라는 불신이 지속된다.","대지의 기억이 한신건설의 예정 투찰가 577억 원을 대화째 재생한다.","아무도 얻지 못한 정확한 가격 정보를 확보해 입찰팀의 막힌 판을 연다.","능력·정보·관계","새 4서클 정보 마법을 현실 입찰 정보로 전환하고 이강현에게 쓸모를 증명할 발판을 만든다.","그 숫자를 출처 없이 어떻게 팀에 전달하고 경쟁사의 최저가까지 이길지가 남는다.","한신건설 투찰가 탐색","577억 원 정보의 신뢰화와 최저가 경쟁",S02-A02,high
54,"54화","최저가(2)",13779,14034,"조도겸은 한신건설의 577억 원을 알지만 정보 출처를 숨긴 채 적자 입찰을 설득해야 한다.","마법 정보와 현장 계산을 결합해 단 90만 원 차의 승부를 만든다.","손익 하한을 지키면서 경쟁사 두 곳보다 낮은 최종 투찰가를 제출한다.","휴지에 577을 적어 이강현에게 전달하고 팀 계산 576억5천만 원에서 태백건설의 금액을 보고 100만 원을 더 낮춘다.","조주영 승인 없이는 적자 경쟁을 할 수 없고 태백건설이 576억4천990만 원을 써내 10만 원 단위까지 맞붙는다.","도겸이 마감 직전 금액을 고쳐 세운건설이 태백보다 90만 원 낮은 최저가가 된다.","이강현과 김성우가 회장 도움만 받는 막내가 아니라 현장을 읽는 입찰 인재로 다시 평가한다.","정보·지위·관계","정확한 숫자를 보유한 신입에서 팀 판단을 바꾸는 핵심 입찰자로 올라선다.","무단에 가까운 100만 원 조정이 실제 낙찰로 확인될지 결과 발표가 걸린다.","한신·태백 투찰가 대응과 최저가 제출","낙찰 결과와 반복 가능한 입찰 실적",S02-A02,high
55,"55화","터널(1)",14035,14269,"세운건설은 태백보다 90만 원 낮게 낙찰받았고 도겸은 두 달간 네 번의 입찰을 모두 이긴다.","입찰 에이스의 다음 승진 시험이 아프리카 터널 난제로 커진다.","위험한 콩고 현장을 해결해 과장 승진의 명분을 완성한다.","팀의 환송을 받고 창립 멤버들의 반대를 설득한 뒤 콩고 현장으로 가 폭약이 막힌 거대 암반을 확인한다.","콩고 내전과 군의 폭약 압수, 장기 체류 위험, 가족·사업 동료의 강한 반대가 비용이다.","조주영이 승진을 미루는 대신 아무도 풀지 못한 콩고 터널을 도겸에게 직접 맡긴다.","네 차례 입찰 승리와 팀의 전우애가 확인되고 더 큰 경영 과제를 받을 자격이 생긴다.","목표·장소·관계","서울 입찰팀의 조 대리에서 콩고 현장을 책임질 회장 막내아들이자 차기 과장 후보로 이동한다.","압수된 폭약 없이 터널을 막은 거대 암반을 어떻게 제거할지가 제시된다.","90만 원 차 낙찰과 네 차례 연승","콩고 암반 제거와 과장 승진",S02-A03,high
56,"56화","터널(2)",14270,14521,"콩고 터널은 거대 암반과 폭약 부족 때문에 멈춰 있고 현장소장 임덕준도 해법이 없다.","번역·용병·각인 마법을 한 공정으로 묶어 불가능한 발파를 준비한다.","폭약을 확보하고 암반 천공과 붕괴 방지를 동시에 끝낸다.","번역 마법으로 현지 사정을 듣고 황연우의 용병·트럭으로 폭약을 반입하며 굴착 도구에 디그·샤프니스를, 터널에 실드를 각인한다.","4서클 학습권을 쓰고 용병비 10억 원을 부담하며 밀수성 운송과 터널 붕괴 위험을 감수한다.","회장 막내아들이라는 신분을 밝히고 책임을 지겠다고 하자 임덕준이 지시를 따르며 강화 도구로 천공이 몇 시간 만에 끝난다.","막혔던 발파 준비가 완료되고 현장 인력은 도겸의 마법을 기술력으로 받아들이며 신뢰한다.","능력·관계·사업","관전자였던 본사 파견자가 현장 책임을 떠안는 실질 지휘자로 바뀐다.","카운트다운 뒤 대폭발이 터널과 인부를 살릴지 무너뜨릴지가 걸린다.","폭약 확보와 천공 공정","실드가 버틸 발파와 공기 단축",S02-A03,high
57,"57화","터널(3)",14522,14759,"발파 직전의 터널과 도겸의 과장 승진 시험이 한꺼번에 결판날 상태다.","마법 공법의 실제 폭발 보상과 귀국 후 가족·조직의 인정까지 연쇄 결산한다.","암반을 제거해 임덕준을 귀국시키고 자신의 경영 경쟁 진입권을 얻는다.","폭발을 실드로 받아내 암반을 없애고 귀국한 뒤 입찰 업무를 이어 가며 아버지의 계열사 배분 제안을 듣는다.","폭발 실패 시 인명·공정 손실이 크고 귀국 뒤에도 형들과의 후계 경쟁이 기다린다.","반년 단축 성공 뒤 조문홍이 공항에서 끌어안고 과장 승진과 보너스를 주며, 큰형이 오히려 SY엔터 경영을 제안한다.","임덕준의 설 귀가, 현장 보너스, 조 과장 환영 회식, SY엔터 사장 취임이라는 다층 보상이 지급된다.","지위·가족 관계·목표","현장 해결사 과장에서 독립 계열사를 맡아 형들과 같은 경영 경쟁선에 선 사장으로 비약한다.","적자·비리 회사 SY엔터를 형들의 함정에서 살려야 한다.","콩고 암반·공기 단축·과장 승진","SY엔터 정상화와 형제 후계 경쟁",S02-A03,high
58,"58화","SY엔터(1)",14760,14986,"조도겸은 건설 동료들의 존중을 받으며 떠나지만 적자 엔터테인먼트사의 초임 사장이다.","새 사장이 비리 조직과 낡은 음반 계획을 즉시 뒤엎는다.","SY엔터의 장부와 인력을 장악하고 미래 스타를 선점한다.","송인우·강진태·이나진에게 회계·가수 목록을 내게 하고 예정 음반을 폐기하며 김건웅에게 횡령을 찾게 하고 미래 스타 10명을 추린다.","세 부서장의 조직 장악과 회사 자금 유출, 연예계 경험 부족, 100억 원 투자 위험이 있다.","김건웅이 세 부서장의 가족·형제를 동원한 횡령 구조를 하루 만에 확인한다.","건설 동료와 조주영이 사장 호칭으로 배웅하고 도겸은 비리 척결의 확실한 지렛대를 얻는다.","지위·조직·관계","조 과장에서 SY엔터 사장으로 호칭과 책임이 바뀌고 창립 멤버가 경영 참모로 재배치된다.","횡령한 세 부서장을 굴복시키고 실제 흥행 상품을 만들어야 한다.","세운건설 경력과 조주영의 인정","SY엔터 숙청·스타 영입·흑자 전환",S02-A04,high
59,"59화","SY엔터(2)",14987,15235,"세 부서장은 어린 사장을 가르치려 들고 라일락의 곡과 목 상태는 폐기 직전이다.","비리 증거로 권력을 뒤집고 버려진 곡과 가수에게 무대 가능성을 돌려준다.","부서장을 복종시키고 라일락의 실패한 데뷔를 복구한다.","유령 직원·가짜 작곡료를 폭로해 충성을 강요하고 역주행할 곡 리셋을 살리며 라일락 목에 스트렝스 마법을 건다.","기존 임원들의 반발과 라일락의 갈라지는 목, 마법을 드러낼 수 없는 제약이 따른다.","훈계하던 임원들이 사장님이라 부르며 사과하고 스트렝스가 라일락의 발성을 즉시 받쳐 준다.","회사의 실권을 장악하고 폐기될 가수·노래를 첫 승부수로 회생시킨다.","관계·조직·능력","명목상 사장에서 임원들의 약점을 쥔 실질 지배자로, 라일락은 방출 후보에서 데뷔 카드로 바뀐다.","스트렝스만으로 부족한 목소리의 매력을 보완할 새 마법이 필요하다.","부서장 저항과 리셋 폐기 위기","참 마법·라일락 데뷔·방송 진입",S02-A04,high
60,"60화","신인 가수(1)",15236,15491,"라일락은 힘은 얻었지만 매력과 방송 무대가 부족하고 SY는 방송사에 약자다.","마법 보정·광고 자금·공정한 오디션을 결합해 신인 파이프라인을 연다.","라일락을 데뷔시키고 미래 톱스타 후보를 SY로 데려온다.","참 마이크와 스트렝스 목걸이를 만들고 방송사에 대형 광고 세 건과 제작비 100억 원을 제안해 오디션 슈퍼-K를 성사시키며 HTO 연습생 네 명을 영입한다.","참 마법 학습권, 방송사 권력, 거액 제작비, 다른 기획사의 계약과 공정성 시비가 비용이다.","자동 본선 특혜는 거절하되 투자로 지상파 세 곳 무대와 예능 자리를 얻고, 문제 배우를 미래 스타 네 명과 맞바꾼다.","라일락의 전국 데뷔 노출과 네 연습생 계약, 자체 오디션이라는 성장 통로를 확보한다.","사업·능력·인재·지위","부실 기획사가 방송 편성을 사는 투자자이자 유망주가 먼저 선택하는 회사로 변한다.","명단의 핵심 권빈과 즉시 흥행시킬 기성 가수들이 아직 없다.","라일락 데뷔 기반과 방송사 편성","권빈 영입·슈퍼-K 흥행·즉시 전력 확보",S02-A04,high
61,"61화","신인 가수(2)",15492,15767,"미래 스타 아홉 명은 모였지만 15세 권빈이 TF엔터와 프로듀서 카디에게 묶여 있다.","상대의 마약·세금 약점을 잡되 현금과 퇴로도 줘 핵심 인재를 빼온다.","권빈의 전속을 합법적으로 SY로 이전한다.","황연우가 카디의 미군기지 마약 거래를 추적하고 김건웅이 탈세·주류 장부를 확보하며 도겸이 카디를 재운 뒤 TF 강석현과 협상한다.","불법 거래 현장 접근과 납치성 행동, 2억 원 지급, 상대 비리를 공개할 경우의 법적 위험이 있다.","도겸이 증거 은폐와 세탁 조언까지 제시하자 강석현이 적이 아니라 거래 상대로 돌아서 권빈을 넘긴다.","권빈 영입으로 미래 톱스타 10명 명단이 완성된다.","인재·정보·관계","경쟁사에게 빼앗긴 소년을 SY 소속으로 바꾸고 강석현과는 적대 대신 불편한 거래 관계를 만든다.","유망주가 아니라 당장 매출을 낼 나다희·이민지의 재기가 필요하다.","권빈 영입과 열 명 명단 완성","공황장애·체중 문제를 가진 즉시 전력 회복",S02-A05,high
