arc_id,arc_name,start_sequence,end_sequence,start_label,end_label,episode_count,main_characters,main_locations,concrete_premise,central_question,promise,pressure_escalation,mid_turn,concrete_payoff,relationship_change,status_or_ability_change,residual_cost,next_arc_bridge,boundary_signals,confidence
"N103-01","창립 멤버 피습에서 35 대 30 부회장 선출까지","103","107","ⓚ103화.","ⓚ107화.","5","조도겸; 김건웅; 홍수홍; 조문홍; 조도훈; 라칼; 칼리안; 임남구","골렘 자동차 피습 현장; 백두빌딩; 아부다비 칼리안 저택; 유말숙 식당; 세운그룹 주주총회장","김건웅을 살린 골렘 자동차와 홍수홍의 영구 손상이 라칼·조도훈의 살인 공작을 드러내고 조도겸은 10조 원 조달·대주주 설득·개인주주 여론전·암살 및 해킹 방어를 거쳐 부회장 표결에 들어간다.","사람을 지킨 기술과 공개된 살인 증거를 50조 원 규모 자금전과 연속 암살을 버티는 표로 바꿔 조도훈보다 먼저 공식 후계자가 될 수 있는가?","101화 피습을 동료 보호 기술의 실증으로 되돌리고 아버지가 공표한 주주투표에서 세운의 다음 총수로 인정받는다.","10조 원 부족; 50명 대주주; 개인주주 지지전; 라칼의 추가 자금; 재방파 100명 암살; 화물차 4대; 중국 해커의 투표 조작이 같은 후계 질문 아래 차례로 겹친다.","105화 팬클럽 20만 명과 지지율 우위가 생기자 라칼이 돈으로 못 이기는 판을 암살·해킹으로 바꾸고 도겸은 6서클 체인 라이트닝까지 사용한다.","주주투표 35% 대 30% 승리; 조문홍이 직접 손을 들어 `조도겸 부회장`이라 호명; 20대 세운그룹 부회장 취임; 6서클 광역 전격마법 획득.","홍수홍은 몸값을 치른 창립 전우가 되고 도겸은 다리 회복을 약속한다; 칼리안은 10조 원을 맡긴 채권자이자 친구가 된다; 조문홍은 막내를 공개 후계자로 인정하고 조도훈과의 적대는 되돌릴 수 없어진다.","사장 후보에서 세운그룹 부회장으로 비가역 승격; 6서클 체인 라이트닝 확보; 임남구·김정웅을 포함한 대주주 통제력 획득.","홍수홍의 다리는 아직 회복되지 않았다; 칼리안에게 진 10조 원과 부회장 실적 증명 의무; 라칼·조도훈 및 대부의 복수가 남는다.","부회장 첫 직무로 세운전자 사장을 겸임하고 10조 원 상환 재원을 만들기 위한 마법 가전·스마트폰 사업을 연다.","담당 CSV는 103화부터 시작하지만 자연 Arc는 101~107화다. 앞 경계 ① 100화 F1·GM 기술분쟁의 공개 결산 뒤 101화 핵심 인물·장소가 김건웅 피습 현장으로 바뀐다 ② 101화 골렘차 보호가 102화 전면전 선언의 직접 원인이 된다; 내부 연속 ① 목표가 주주투표 승리로 고정된다 ② 상대가 조도훈·라칼로 유지된다 ③ 압력이 피습→자금전→암살→해킹으로 누적된다; 뒤 경계 ① 107화 35 대 30 결과와 부회장 호칭이 장기 후계 약속을 닫는다 ② 108화 장소·직무·목표가 세운전자 경영과 상환 재원으로 교체된다. 최종 조립 때 101~102화 선행 행과 반드시 병합한다.","high"
"N103-02","마법 가전에서 매지션·코일까지 세운전자 세계화","108","115","ⓚ108화.","ⓚ115화.","8","조도겸; 조문홍; 이동일; 오민규; 칼리안; 코일; 황연우; 김건웅","세운전자 사장실과 연구소; 세운음향 기술관; 아부다비 연회; 샌프란시스코 발표장; 케임브리지; CES","막 부회장이 된 조도겸은 10조 원을 갚고 실적을 증명하려고 다섯 마법 가전으로 세운전자를 일으킨 뒤 선행 특허·배터리·단말기 자급제를 묶은 매지션과 코일 영입으로 세계 시장의 신뢰를 산다.","국내 가전 3위와 무명 한국 브랜드를 마법 제품·원천특허·세계적 간판이 결합한 글로벌 전자기업으로 바꿀 수 있는가?","부회장 직함이 아니라 실제 판매량·선주문·법 개정·세계 석학의 선택으로 세운전자의 새 지배력을 보여 준다.","연 1조 상환 압박에서 시작해 해외 인지도 부족; 스마트폰 배터리; 통신사 법 장벽; A플 도용 의혹; 코일의 불신으로 압력이 제품·제도·평판·인물 검증 순서로 커진다.","112~113화 단말기 자급제와 샌프란시스코 공개 직후 A플 도용 의혹을 8년 특허·연구 영상·구형 실물로 역전해 100만 대 선주문을 얻는다.","가전 판매량 두 달 50% 증가와 점유율 30% 전망; 매지션 100만 대 선주문·연 2천만 대 전망; DK 월 1천억 원대 로열티; 코일 CTO 영입; 황연우·김건웅 상무 승진.","조문홍은 `도겸이를 부회장으로 선출하길 잘했다`며 아들과 법 개정 팀이 된다; 코일은 돈으로 산 광고 간판이 아니라 기계팔·연구 접근을 선택한 동료가 된다; 황연우·김건웅은 창립 멤버에서 공식 상무가 된다.","부회장 권력이 세운전자 사장 실적과 세계 판매로 실체화; 매지션·0호기 음성 AI·마법 가전이라는 제품군 확보; 코일이라는 세계적 기술 얼굴 획득.","10조 원 원금은 아직 모두 갚지 못했다; A플 특허전 가능성; 코일은 연구진 누구도 핵심 기술을 모른다는 사실을 발견해 사기를 당한 기분이라 말한다.","코일에게 마정석 비밀과 우주 비전을 일부 열고 지역 통신사 7개를 묶어 DK통신·위성망을 만든다.","앞 경계 ① 107화 후계 표결과 부회장 호칭이 종결된다 ② 108화 적·장소·지배 목표가 형제 후계전에서 세운전자 경영으로 바뀐다; 내부 연속 ① 모든 하위 Packet이 `부회장 첫 실적으로 10조 상환 재원과 세계 판매를 만든다`는 약속을 공유한다 ② 가전→스마트폰→코일은 제품 확장·신뢰 증폭의 인과 사슬이다; 뒤 경계 ① 115화 매출·승진 보상 뒤 코일의 기술 불신이 새 질문으로 명시된다 ② 116화 핵심 목표가 전자제품 판매에서 비밀 공유·우주 및 통신 인프라 구축으로 이동한다.","high"
"N103-03","마정석 비밀을 공유한 DK통신과 서브프라임 8조","116","122","ⓚ116화.","ⓚ122화.","7","조도겸; 코일; 조주영; 황연우; 홍수홍; 김건웅; 대한통신·메이저 3사 임원","세운전자 사무실; 거제 케이블선; DK통신 기지국; 세운건설; 미국 금융시장; 백두빌딩 창립 멤버 파티","코일에게 마정석과 우주 계획을 공개한 조도겸은 지역 통신사 7개·해저케이블·위성·세운 아파트망으로 DK통신을 세우고 메이저 3사의 봉쇄를 버티는 동안 2008년 하락 베팅으로 부채와 우주자금을 해결한다.","적자 지역 통신사 묶음을 자체 국제망과 고객을 가진 4위 사업자로 만들고 동시에 10조 원 빚과 우주사업의 현금을 마련할 수 있는가?","마법 기술의 비밀을 믿을 동료와 인프라를 확보하고 금융위기 기억을 실제 8조 원 현금과 창립 멤버 보상으로 결산한다.","코일 이탈 위험; 월 수십억 적자; 해저망·주파수 확보; 지자체 기지국 봉쇄; 메이저 3사 가격전과 염산 테러; 2조 원 전액 베팅의 손실 위험이 한 자금·인프라 약속에 누적된다.","119~121화 조주영의 아파트망 신뢰를 얻은 직후 기지국 20곳이 테러당하자 경쟁사 공용 해저케이블을 끊어 DK만 정상화하고 점유율 4위로 역전한다.","DK통신 점유율 4위와 3위 격차 5% 이내; 리먼 파산으로 8조 원 수익; 칼리안에게 1조 상환; 세운주식 4조·우주사업 3조 배치; 창립 멤버 세 명에게 각 100억 원.","코일은 기술 외부자에서 마정석 비밀을 공유한 세운스페이스 동업자로 바뀐다; 조주영은 아버지에게 보내던 눈빛으로 `부회장님만 믿겠다`고 한다; 홍수홍·황연우·김건웅은 위험한 2조 원을 맡기고 현금 결산을 함께 받는 전우가 된다.","DK통신 출범과 전국 4위 지위; 자체 해저망·위성·세운건설 주거망; 8조 현금과 부채 축소; 세운스페이스 착수 자금 확보.","불법 금괴·케이블 보복의 법적 위험; 메이저 카르텔과 가격전은 완전 종결되지 않았다; 마지막에 도재방이 조문홍을 칼로 노린다.","도재방의 습격과 조문홍의 죽음이 사업 승리 분위기를 끊고 유산·회장 승계를 연다.","앞 경계 ① 115화 세운전자 판매·간판 영입이 결산된다 ② 116화 목표가 코일 비밀 공유와 통신사 인수로 바뀌고 장소가 해저망·기지국으로 확장된다; 내부 연속 ① 통신 인프라와 서브프라임 베팅이 모두 10조 상환·우주자금이라는 누적 약속에 종속된다 ② 121화 통신 테러가 금융 결산 대기 구간의 직접 압력이다; 뒤 경계 ① 122화 8조 배치와 100억 성과급으로 자금 루프가 닫힌다 ② 도재방의 칼과 123화 사망·장례가 상대·톤·주인공 지위를 급전환한다.","high"
"N103-04","조문홍의 죽음과 회장 상석","123","124","ⓚ123화.","ⓚ124화.","2","조도겸; 조문홍; 도재방; 신문수; 세운그룹 사장단","세운 본사 앞; 장례식장; 세운 저택; 사장단 회의실 상석","마법 방탄복이 도재방의 칼을 막았지만 조문홍은 다음 날 복상사로 죽고 유언으로 막내에게 30% 지분·저택·회장직을 남긴다; 도겸은 상속세와 구세대 사장단 불신을 첫 회의에서 맞는다.","아버지의 갑작스러운 죽음과 최대 8조 원 상속세를 감당하면서 유언 속 회장직을 실제 상석과 조직 복종으로 만들 수 있는가?","아버지가 마지막으로 선택한 후계라는 가족 인정을 법적 지분·회장 호칭·사장단 기립으로 완결한다.","새벽 칼 습격; 살아난 듯한 과음과 갑작스러운 사망; 1만 명 장례; 8조 상속세; 자신을 무시하는 생명·카드 계열 사장들이 짧은 두 화에 집중된다.","124화 도겸은 DK 보유 주식 10조 원을 던져 주가와 상속세를 낮추고 불복 계열사를 매각 대상으로 지정해 사장단의 시험을 역으로 처벌한다.","30% 지분·저택·회장직 상속; 상속세 전망 8조에서 3조 원대; 모든 사장이 일어나 `회장님`에게 고개를 숙임; 세운생명·카드 매각으로 우주사업 2조 원.","조문홍과의 부자 관계는 유언이라는 최종 인정으로 닫힌다; 구세대 사장단은 어린 막내를 시험하는 집단에서 그의 상석과 명령을 받아들이는 조직으로 바뀐다.","부회장에서 세운그룹 회장·최대주주로 비가역 승격; 아버지의 상석과 저택 인수; 반대 파벌을 계열사째 정리할 권력 확보.","조문홍 상실의 정서 비용; 3조 원대 세금과 매각 후속처리; 형제·라칼의 적대는 남아 있다.","회장 권한과 매각자금을 민간 우주사업 규제 해제와 실제 첫 발사에 투입한다.","앞 경계 ① 122화 사업·현금 결산 직후 조문홍을 겨눈 칼이 가족 위기를 연다 ② 123화 핵심 인물·장소·목표가 투자팀에서 아버지 장례와 유언으로 바뀐다; 뒤 경계 ① 124화 사장단 기립·회장님 호칭·상속세 수치가 지위 루프를 닫는다 ② 125화 상대와 장소가 미국 차기 정권으로, 목표가 미사일 지침과 우주 규제로 바뀐다; 두 화뿐이어도 사망·유언과 회장 승격이라는 비가역 상태 변화가 독립 경계를 강제한다.","high"
"N103-05","미사일 지침에서 돌산도 첫 위성 6대까지","125","134","ⓚ125화.","ⓚ134화.","10","조도겸; 코일; 존 데스타; 오바마; 알렉산더; 마이크; 정철인; 데니스 백; 황연우; 김건웅","미국 대선 캠프; 세운스페이스 기자회견; 거제 세운조선; 여수 돌산도 우주센터; 러시아 제니트; 마라카이보 호수; 시험발사장","조도겸은 미국 차기 정권에 자금·공장·방탄 장비를 걸어 민간 고체연료 허가를 얻고 OTT·세운조선·비트코인으로 자금과 기술을 보강한 뒤 러시아 발사대·엔진과 최상급 마정석을 돌산도에 모아 첫 위성을 쏜다.","정치 약속뿐인 세운스페이스를 규제·돈·실물 엔진·발사대·연료를 모두 가진 민간 우주기업으로 만들어 첫 실패 뒤 실제 궤도에 위성을 올릴 수 있는가?","회장 취임 뒤 내건 우주라는 장기 약속을 법 개정과 기자회견이 아니라 돌산도 발사 성공과 위성 연결로 증명한다.","미국 대선 접근 불가; 연 1조 연구비; 파산 직전 조선소; 7서클까지 부족한 매출; 러시아의 10억 달러 요구; 기술 모형; 외교 허가; 첫 3단 엔진 실패가 단계마다 이전 준비를 시험한다.","130~132화 러시아가 10억 달러에서 6억 달러로 물러나고 모형이 실제 엔진으로 밝혀지며 발사대를 120시간 조립하고 번개로 최상급 마정석 만 단위 공급망을 연다.","민간 고체연료 허가; 세운스페이스 공식 출범; 세운조선 납기 절반·생존; 실물 러시아 엔진과 발사대; 첫 실패 추진체 70% 회수; 두 번째 발사 성공과 저궤도 위성 6대·0호기 연결; 세운 주가·제품 판매 반등.","코일은 꿈을 말하는 CTO에서 조 단위 자본과 실패를 공유한 우주 동업자가 된다; 정철인과 조선 직원은 도겸을 구조조정자가 아니라 `우리 세운조선의 희망`으로 인정한다; 미국 차기 권력은 도겸을 거래 상대자로 받아들인다.","세운스페이스가 발표 계열사에서 실발사·위성망 보유 기업으로 전환; 6서클 완숙과 최상급 마정석 제작; 피시방 6만 대 비트코인 채굴; 로켓·발사대·엔진 역설계 기반 확보.","러시아 거래의 외교 위험; 자체 로켓·경량 위성은 아직 미완; 조민우도 사토시로 비트코인을 모은다; 막 오른 위성망은 사업 생태계로 환전해야 한다.","첫 위성 성과 직후 미래자동차가 세운 하청업체 절반을 독점하며 공급망 주도권 전쟁을 건다.","앞 경계 ① 124화 회장 승계가 사장단 복종으로 닫힌다 ② 125화 상대·장소·목표가 미국 대선과 미사일 지침으로 바뀐다; 내부 연속 ① 125~134화의 정치·OTT·조선·러시아 거래는 모두 `실제 첫 민간 발사`에 필요한 규제·돈·기술·설비를 순서대로 채운다 ② 첫 실패가 같은 발사 약속 아래 재도전으로 이어진다; 뒤 경계 ① 134화 위성 6대 연결·주가 반등이 큰 공개 결산이다 ② 135화 적이 미래자동차로, 장소가 하청 공급망·공장으로 바뀐다.","high"
"N103-06","미래자동차 공급망 전쟁과 정지궤도 15대","135","138","ⓚ135화.","ⓚ138화.","4","조도겸; 황연우; 오진환; 코일; 정일재; 미래자동차 노조와 하청업체","미래자동차 국내·미국 공장; 세운자동차; 서울-부산 자율주행 도로; 정지궤도; 세운 협력업체 회의","미래자동차가 세운 1차 하청업체 절반을 독점하자 도겸은 공장 재난·결함 폭로·알파Ⅱ·노조 파업으로 생산 우위를 뒤집고 메테오로 정지궤도를 비워 위성 15대를 올려 남은 협력사를 보호한다.","재계 1위의 생산량·노조·하청 갑질을 되받아 세운이 다시 고개 숙이지 않는 자립 공급망과 제품·통신 우위를 만들 수 있는가?","남은 협력업체와의 상생 약속을 말이 아니라 물량·유보금·위성 서비스·자동차 순위로 갚는다.","하청 50% 이탈; 세운 생산 차질; 미래 공장 0%와 100만 대 리콜이라는 강공; 알파Ⅱ 공개; 미래 노조 전면 파업; 타국 위성이 찬 정지궤도와 메테오 위험이 한 주도권 전쟁에 누적된다.","136~137화 알파Ⅱ가 서울-부산 무인주행을 완주하고 미래 노조가 파업하자 이탈 업체가 돌아오지만 도겸은 화진테크를 거절하고 충성한 70%만 지원하는 원칙을 세운다.","미래자동차 생산 중단·대규모 리콜; 알파Ⅱ 성공; 세운자동차 업계 2위; 위성 15대 정지궤도 안착과 한국 80% 위성 와이파이; 계약 파기 업체 자금 지원; 오진환이 업체에 고개 숙이지 않을 구조.","황연우의 노조 인맥과 오진환의 충성이 전략 자산으로 인정된다; 남은 70% 업체는 납품처가 아니라 함께 키울 상생 파트너가 되고 배신한 화진테크는 영구 배제된다.","세운자동차 업계 2위와 자체 공급망 착수; 위성 총 21대와 위성 와이파이; 알파Ⅱ 주문·세운 계열 판매 상승; 메테오의 사업 사용 실증.","메테오 후유증과 타국 위성 파괴 책임; 자체 부품공장 비용; 미국 궤도 확대 필요; 미래그룹과의 전쟁은 다른 전선으로 남는다.","김건웅이 작은형 조도영의 필리핀 카지노를 포착하면서 상대·장소가 가족 불법사업과 미래그룹 내부전으로 이동한다.","앞 경계 ① 134화 첫 발사가 위성 6대 연결로 닫힌다 ② 135화 적·장소·질문이 로켓 개발에서 미래자동차 하청 독점으로 바뀐다; 내부 연속 ① 재난·리콜·알파Ⅱ·파업·정지위성은 모두 세운 자동차와 충성업체의 공급망 주도권을 만든다 ② 137화의 궤도 계획이 138화 즉시 위성 15대 보상으로 결산된다; 뒤 경계 ① 138화 위성·순위·상생 지원이라는 큰 수치 보상이 지급된다 ② 139화 시점·장소·상대가 필리핀 카지노와 조도영으로 명확히 교체된다. 따라서 기존 `메테오 위성망과 카지노 잠입` 결합은 부정한다.","high"
"N103-07","조도영 카지노 몰락과 미래그룹 내전","139","143","ⓚ139화.","ⓚ143화.","5","조도겸; 김건웅; 조도영; 윤 상무; 한동수; 한소희; 성경호","필리핀 인터넷 카지노와 감옥; 세운타워 사무실; 미래그룹 승계 공간","미래그룹과의 전쟁 속에 작은형 조도영이 인터넷 카지노로 재기를 꾀하자 김건웅이 서버를 장악하고 필리핀 경찰이 일당을 체포한다; 도겸은 형의 가짜 출소 시험 뒤 한동수 약점과 한소희 욕망을 이용해 미래그룹 자체를 내전에 넣는다.","세운의 이름을 더럽힐 가족 불법사업을 뿌리 뽑고 외부에서 미래와 소모전을 치르지 않아도 되는 내부 분열을 만들 수 있는가?","전생에 자신을 이용했던 형과 미래그룹 총수에게 각각 현실적인 몰락 장면을 돌려주고 한소희를 새 대항마로 세운다.","카지노 위치·서버를 찾는 잠입; 조도영의 자금 세탁과 특권 의식; 저가 전자제품 공세; 한동수의 수면주사·정치 뇌물; 한소희의 숨은 경영 욕망이 가족과 기업 두 전선을 연결한다.","142화 조도영만 풀어 주는 척했으나 그가 반성 없이 세운 특권을 내세우자 즉시 다시 수감하고 공격 대상을 한동수·한소희 승계전으로 바꾼다.","카지노 서버·CCTV 완전 장악과 경찰 급습; 조도영 일당 필리핀 수감; 수면주사·뇌물·하청 갑질 폭로; 한동수 유감 표명; 한소희의 자금·파벌 지원 제안 수락; 미래 계열사를 노리는 재계 내전.","김건웅은 회계 참모에서 위험한 현장 잠입까지 맡길 전우로 확인된다; 조도겸과 작은형의 관계는 회복 불가능한 징벌 관계가 된다; 한소희는 감시 대상에서 도겸이 밀어 주는 경영 동맹으로 바뀐다.","조도영의 불법 자금줄 차단; 한동수 지배력 약화; 미래그룹 내부 대항마 확보; 세운 프리미엄 제품의 저가전쟁 이탈.","가족을 해외 감옥에 남긴 정서·윤리 비용; 한소희 통제 위험; 샤롯을 포함한 외부 재계가 미래유통을 노린다; 미래그룹 전쟁은 장기화된다.","미래 내전을 알아서 뜯어먹히게 두고 텔레포트 포탈 기반 택배·위그드라실이라는 새 성장축에 들어간다.","앞 경계 ① 138화 정지위성 15대·상생 지원이 공급망 약속을 닫는다 ② 139화 장소가 궤도·공장에서 필리핀 카지노로, 상대가 미래자동차에서 조도영으로 바뀐다; 내부 연속 ① 카지노 장악→수감→가짜 출소 시험이 조도영 루프를 닫는다 ② 그 결과 공격 초점이 같은 가족·미래 경영권 선의 한동수·한소희로 이동한다; 뒤 경계 ① 143화 한소희 수락과 한동수 공개 추락으로 내부전이 비가역 가동된다 ② 144화 도겸이 `이제 새로운 사업`이라 선언하고 장소·목표를 택배 창고로 교체한다.","high"
"N103-08","포탈 유통 공개에서 뉴욕 상장·야쿠자 응징까지","144","151","ⓚ144화.","ⓚ151화.","8","조도겸; 코일; 홍수홍; 황연우; 성경호; 양민구; 오창건; 신이치; 코일의 딸 가족","전국 세운 창고; CES; 남해 무인도; 뉴욕 증시; 영국 코일 가족 집; 고베 우미구치구미; 부산 포탈 창고","조도겸은 200km 포탈과 골렘 상하차로 택배망·위그드라실을 공개하고 샤롯의 인수·봉쇄에 맞서 뉴욕 상장을 택한다; 돈으로 코일을 못 빼앗은 샤롯이 야쿠자를 쓰자 직접 변장 잠입해 가족을 구하고 조직 자금 3조 원을 회수한다.","포탈 유통의 지배권과 핵심 동료를 샤롯의 자본·정치 봉쇄·조폭 폭력에서 지키면서 세계 플랫폼의 가격과 신뢰를 확정할 수 있는가?","국내 택배 실증→세계 공개→이용자→상장→동료 치료와 가족 구조로 포탈이 돈과 관계를 동시에 보상하는 과정을 완주한다.","전국 창고 구축; CES 공개 위험; 군사화 요구; 부산 연합파 강탈; 샤롯 15조 인수와 한일 봉쇄; 상장 가격 방어; 코일 영입 실패 뒤 가족 납치; 고베 야쿠자 본거지 잠입으로 압력이 시장에서 폭력으로 상승한다.","147~149화 샤롯의 15조 원 제안을 거절하고 위그드라실·세운스페이스를 뉴욕에 상장해 시총 80조 원을 만든 뒤 7서클 리제너레이션으로 홍수홍의 다리와 코일의 목·성대를 되살린다.","택배 한 달 점유율 3위; 위그 이틀 800만 가입; 연합파 30명 무인도 추방; 뉴욕 상장 첫날 43달러·시총 80조 원·도겸 지분 20조 원 이상; 홍수홍 반년 내 보행·코일 20년 만의 목소리; 코일 가족 구조; 야쿠자 금괴·계좌·보석 합계 3조 원.","홍수홍·황연우가 회복 장면에서 포옹하고 창립 전우의 오래된 빚이 갚힌다; 코일은 CTO에서 마법 복지와 가족 보호를 받는 핵심 동료가 된다; 샤롯과 도겸의 갑을은 인수 대상에서 사용료를 역제안하는 플랫폼 주인으로 뒤집힌다.","텔레포트 포탈과 위그드라실 세계 플랫폼; 7서클 진입·리제너레이션; 뉴욕 상장 지배권; 우미구치구미 내부 붕괴와 3조 원 마탑 자금.","포탈의 군사·정치 규제; 일본 야쿠자와 샤롯의 잔존 보복; 코일 가족 보호 비용; 사람을 무인도에 버리고 범죄자 자금을 취한 윤리 비용이 남는다.","야쿠자에게서 회수한 3조 원과 새 7서클 개방 기회로 63빌딩을 첫 마법사의 탑으로 산다.","앞 경계 ① 143화 미래 내전이 한소희 수락으로 가동된다 ② 144화 주인공이 `새로운 사업`을 선언하고 장소·핵심 도구를 창고·포탈로 바꾼다; 내부 연속 ① 145화부터 샤롯이 포탈 유통을 노리는 지배 상대다 ② 147화 상장은 인수 위협의 자본시장 방어이고 150~151화 납치는 그 실패 뒤 같은 상대가 폭력으로 올린 압력이다 ③ 151화 구조·3조 회수로 시장과 폭력 양쪽 결산이 끝난다; 뒤 경계 ① 코일 가족이 귀환하고 야쿠자 자금세탁이 완료된다 ② 152화 목표·장소가 63빌딩 매입과 마탑 구축으로 교체된다.","high"
"N103-09","63빌딩 마탑이 만든 푸르름과 첫 국회의원","152","156","ⓚ152화.","ⓚ156화.","5","조도겸; 0호기; 강현승; 황연우; 김건웅; 조주영; 영등포을 유권자","63빌딩·60층 사무실·옥상; 세운제약 공장; 영등포을 선거구; 개표장; 세운건설 폐기물 회의","야쿠자 자금으로 산 63빌딩을 마탑으로 개조한 조도겸은 탑의 연구 가속과 호감 영향권을 탈모 치료제 푸르름의 출시와 황연우의 첫 보궐선거 승리로 동시에 증명한다.","건물 하나를 산 마탑주라는 선언이 실제 신약·반복매출·20만 명 영향권·정치적 사람 한 명이라는 만져지는 결과로 바뀔 수 있는가?","첫 마법사의 탑이 마나 회복 장식물이 아니라 연구와 사람의 선택을 바꾸는 생산 기반임을 실제 판매·식탁 아닌 개표 결과로 지급한다.","63빌딩 인수 조건; 외벽 전체 마법진; 대형 수정구 설치; 탈모 포션 임상·대량생산; 황연우 지역구 만들기; 거대 양당 후보; 개표 열세가 탑의 두 효능을 시험한다.","154~155화 푸르름 효과를 1년에서 3개월로 낮춰 반복 구매 구조를 만들고 첫 10만 병 완판·월 3천억 전망을 얻는 동안 마탑 영향권과 참 마법을 황연우 후보에게 집중한다.","63빌딩 첫 마탑 완공; 0호기 연구기간 석 달 단축; 푸르름 첫날 10만 병 완판·50억 로열티·월 3천억 전망; 황연우가 영등포 지역 최초 무소속 국회의원 당선; 100만 톤 포켓 개방.","황연우는 기업 술자리 참모에서 독자 직함을 가진 국회의원으로 올라서고 도겸의 정치적 사람이라는 관계가 공개 지위로 바뀐다; 0호기는 슈퍼컴퓨터에서 마탑의 마법 연구기관으로 확장된다.","63빌딩 소유자에서 마탑주로 승격; 7서클 마법 연구 가속; 푸르름 사업; 황연우 의원; 100만 톤 아공간 포켓 확보.","선거에 마탑 호감·어글리·참을 쓴 윤리 비용; 푸르름을 3개월 반복제로 설계한 비용; 황연우는 아직 한 석뿐이며 포탈법을 움직일 세력이 없다.","새로 연 포켓을 폐기물과 전국 물류에 적용하고 미국 확장용 최상급 마정석 부족을 일본 대지진 앞에서 해결한다.","앞 경계 ① 151화 코일 가족 구조와 야쿠자 자금 3조 회수가 끝난다 ② 152화 핵심 장소가 63빌딩으로 고정되고 목표가 마탑 구축으로 바뀐다; 내부 연속 ① 마탑은 153화 푸르름 연구와 154~156화 황연우 호감·표심의 공통 원인이다 ② 제품 판매와 선거는 `마탑의 실제 효능`이라는 누적 약속을 서로 다른 표면으로 검증한다; 뒤 경계 ① 156화 완판·당선·포켓이라는 물질·관계·능력 결산이 한꺼번에 지급된다 ② 157화 장소·행동이 폐기물장과 전국 물류망으로 바뀐다.","high"
"N103-10","100만 톤 포켓과 동일본 대지진의 선택","157","160","ⓚ157화.","ⓚ160화.","4","조도겸; 0호기; 조주영; 성경호; 비서실장; 일본 해안 주민; 세운 임직원","세운건설 폐기물장; 전국 여섯 물류창고; 샤롯타워 부지; 산리쿠 해저; 동일본 지진 해안; 63빌딩 앞","새 포켓을 원격 다중 접속 물류망으로 만든 조도겸은 미국 진출에 필요한 최상급 마정석을 대지진에서 얻으려 해저 마법진을 설치하고 샤롯 부지를 사들인다; M9.1 본진이 오자 자원만 챙기지 않고 포탈·골렘으로 주민을 구한다.","자연재해를 사업 자원으로 기다린 계산과 눈앞의 사람을 살릴 책임을 동시에 감당해 포켓 인프라·해외 자원·평판을 전진시킬 수 있는가?","포켓이 쓰레기를 숨기는 사적 창고에서 육아가정의 반나절 배송과 재난 구호품·사람을 움직이는 공공 인프라로 커지는 장면을 보여 준다.","3만 톤 폐기물 직접 수거; 전국 6개 창고 보안; 최상급 마정석 부족; 샤롯의 부지 버티기; 전진 M7.3; 묵살된 M9 경고; 쓰나미와 하루 100억 구호비가 도겸의 계산과 책임을 압박한다.","159화 샤롯타워 부지를 1조9천억 원에 사 세운타워로 바꾸고 전진 지진으로 마정석 2만 개를 얻은 뒤 그것이 본진이 아님을 알고 일본에 M9.1을 경고한다.","전국 반나절 배송과 위그 가입자 천만 명; 샤롯타워 부지 70%대 인수·세운타워 공정 역전; 최상급 마정석 20만 개 이상; 일본 주민 구조와 구호품; 위그 주가 20% 상승; 63빌딩 시민·직원의 `회장님 최고` 박수.","비서실장은 사라진 회장을 처음으로 꾸짖을 만큼 안전을 걱정하고 도겸은 다음부터 알리겠다고 사과한다; 세운 임직원과 시민은 총수의 재난 구조를 공개적으로 인정한다; 일본 정부와는 구호받은 주민과 반대로 적대가 생긴다.","포켓이 전국 다중 접속 물류·구호망으로 진화; 최상급 마정석 대량 확보; 서울 최고층 부지의 소유권이 샤롯에서 세운으로 이동; 세계적 구호 영웅 평판.","재난을 자원 생산에 이용하려 한 죄책감; 하루 100억 원 이상 구호비; 일본 정부의 불법 입국·밀수 항의; 포탈 여객을 막는 국내 운송 이권이 남는다.","무상 선의와 개별 로비의 한계를 확인한 도겸이 포탈 법을 통과시킬 독자 정당을 만든다.","앞 경계 ① 156화 푸르름·의원 당선과 마탑 증명이 닫힌다 ② 157화 핵심 도구·장소·목표가 포켓 폐기물·전국 물류로 전환된다; 내부 연속 ① 157화 미국 수요가 마정석 부족을 만들고 158~160화 대지진 자원 계획으로 직접 이어진다 ② 포켓·포탈이 물류와 구조 모두의 동일 수단이다 ③ 160화 마정석·구조·공개 박수가 큰 결산이다; 뒤 경계 ① 일본 항의가 재난 구조 국면을 닫는다 ② 161화 목표와 상대가 후보 40명·국회 의석·법제도로 바뀐다.","high"
