sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
254,"254화","칼춤(1)",60596,60858,"세운 우주왕복선이 미사일 공격을 막아 내고 착륙한 직후다.","우주사업을 노린 공격자를 실제 현장에서 추적해 응징하는 보상","발사 주체와 배후를 찾아 세운을 공격한 대가를 치르게 한다.","언론 앞에서 무사 귀환을 세계 홍보로 바꾼 뒤 0호기와 미사일 궤적을 역추적하고 러시아 인접 해역의 컨테이너 기지에 잠입해 골렘으로 용병 5천 명을 제압하며 잠수함 시설을 토네이도로 부순다.","기지는 러시아 정부 지원을 받는 바일넬 위장 시설이고 병력은 5천 명 규모다.","회수한 미사일 파편의 힘을 추적하자 민간 군사기업 바일넬의 해저 잠수함 기지가 드러난다.","왕복선 생환이 무료 세계 광고가 되고 공격 거점과 지휘관까지 손에 넣는다.","평판·정보·무력","피격 피해자였던 조도겸이 공격 기지를 장악한 응징자로 전환된다.","붙잡힌 바일넬 지휘관에게 배후를 캐묻는다.","우주왕복선의 즉각적 생환과 미사일 발사 지점 추적","바일넬을 지원한 러시아와 익명 투자자 대부",S06-A01,high
255,"255화","칼춤(2)",60859,61096,"조도겸이 바일넬 지휘관과 잠수함 기지를 장악했다.","공격 배후를 밝히고 국가적 위기를 세운의 투자·신뢰 보상으로 뒤집는 장면","러시아와 대부의 연결을 확인하고 한국 정부가 대응할 명분을 만든다.","지휘관을 세뇌해 러시아 정부와 익명 투자자를 확인하고 기지와 잠수함을 아공간에 넣은 뒤 용병을 무인도로 보낸다. 귀국해서는 황연우·윤경영과 식사하며 2년간 국내 50조 원 투자를 발표한다.","익명 투자자의 정체는 여전히 숨겨져 있고 러시아는 국가 책임을 부인할 수 있다.","윤경영 정부가 러시아 대사를 초치하고 조도겸은 피해 호소 대신 50조 원 투자로 국내 여론을 결집한다.","황연우와 윤경영의 진짜 걱정을 확인하고 세운이 국가 경제의 방어자라는 위치를 강화한다.","관계·평판·돈","정부 수뇌와 조도겸의 연대가 사적 안부와 공식 외교 대응 양쪽에서 굳어진다.","러시아 전투기가 한국 영공을 침범한다.","바일넬 지휘관 심문과 잠수함 기지 제거","러시아의 직접 군사 도발과 대부 추적",S06-A01,high
256,"256화","칼춤(3)",61097,61339,"러시아 전투기 네 대가 한국 영공을 침범한다.","새 8서클급 전장 마법으로 도발을 무력화하고 배후 재산까지 태우는 역공","조종사는 살리면서 전투기를 확보하고 대부의 사업망을 파괴한다.","가르틴에게 블리자드를 열어 프로즌 포그·그래비티·그레이트 실드와 조합해 전투기 네 대를 얼려 연착륙시킨 뒤 0호기가 찾은 대부 관련 127개 사업 중 농장·선박·광산·유전을 연쇄 파괴한다.","러시아는 전투기 반환과 배상을 요구하고 미국도 트럼프 체제에서 확실한 지원을 피한다.","국가 간 교착을 기다리지 않고 대부의 실물 자산을 직접 치는 경제전으로 목표가 바뀐다.","조종사 인명 피해 없이 러시아 전투기 네 대를 한국 정부에 넘기고 대부의 수익 기반을 불태운다.","마법·무력·돈","조도겸의 공중전 대응 범위가 블리자드까지 넓고 대부는 처음으로 직접 추적 명령을 내린다.","대부가 자신의 자산을 친 범인을 찾으라고 명령한다.","러시아 영공 도발의 무력화","대부와의 전면 경제전 및 러시아의 정치 보복",S06-A01,high
257,"257화","국정감사(1)",61340,61552,"러시아와 중국이 군사 응징 대신 한국 정치권을 이용하려 한다.","매수된 국회의 감사 공세를 정면 출석으로 역이용하는 정치 보복전","세운을 흔드는 국정감사에서 도망치지 않고 공격자를 공개 처벌한다.","0호기로 자금 흐름을 조사하고 야당 의원들이 러시아·중국에서 총 4억 달러를 받았음을 확인한 뒤 병원·휠체어 회피안을 거부하고 직접 출석을 결정한다.","미국은 한국 편을 명확히 들지 않고 왕기는 한국을 작은 나라라고 낮추며 감사가 반복될 계획이다.","감사는 기업 검증이 아니라 약 5천억 원 외국 자금으로 만든 대리 보복임이 드러난다.","조도겸이 수세적 회피가 아니라 증거를 준비한 공개 반격을 선택한다.","정보·정치적 지위·관계","외교 갈등이 국회 청문장으로 옮겨지고 조도겸은 출석 대상에서 심판자로 태세를 바꾼다.","매수 의원들이 기다리는 국정감사장에 직접 들어간다.","러시아·중국의 정치 공작 경로 확인","국정감사 생중계와 매수 증거 공개",S06-A02,high
258,"258화","국정감사(2)",61553,61756,"조도겸이 외국 자금으로 세운을 공격하는 국정감사에 출석했다.","억지 손해 추궁을 투자 약속과 뇌물 폭로로 뒤집는 공개 인정 보상","매수 의원을 퇴장시키고 정당한 사회 문제만 사업 과제로 받아들인다.","10조 원 손해 주장에 국내 공장·일자리 20조 원 투자로 답하고 이병두를 비롯한 의원들의 러시아·중국 접대 사진과 영상을 0호기로 공개한다. 김성진의 메타버스 은둔·결혼·출산 문제에는 해결을 약속한다.","생중계 청문이고 메타버스가 만든 사회적 부작용은 실제로 남아 있다.","매수되지 않은 김성진의 질의만은 적대가 아니라 해결해야 할 정당한 문제로 구분된다.","매수 의원들이 도망치고 언론·경찰·검찰에 증거가 넘어가며 세운은 추가 20조 원 국내 투자 명분을 얻는다.","평판·돈·정치 관계","조도겸과 국민중심당은 외국 공작을 함께 정리하는 연대로 굳고 메타버스의 사회적 책임이 새 목표가 된다.","러시아를 협상장으로 끌어내기 위해 대부를 더 약화시킬 계획을 세운다.","국정감사 공세와 외국 뇌물 의원 폭로","메타버스 사회문제 해결과 러시아 협상",S06-A02,high
259,"259화","대리 전쟁(1)",61757,61958,"러시아가 한국에 원자재 수출을 금지했지만 세운은 1년치 재고와 아프리카 생산망을 갖고 있다.","러시아 제재를 우크라이나 방산·자원 계약으로 역전시키는 사업 보상","우크라이나 방어망을 팔아 러시아와 대부를 대리전에서 압박한다.","통역 마법으로 우크라이나 총리 자레우크와 만나 설치비 30% 할인·20년 분할·무상 유지 조건 대신 원자재 우선권과 미개발 자원 권리를 받는 수십조 원 계약을 맺고 서류 전에 설치를 시작한다.","전체 설치에는 통상 2주가 필요하고 러시아의 군사 보복 위험이 있다.","조도겸이 24시간 직접 일하면 설치 기간을 5일로 줄일 수 있고 계약은 현금보다 자원 권리를 남긴다.","러시아 제재가 우크라이나 자원과 장기 방산 시장을 얻는 기회로 바뀐다.","돈·외교 지위·마법","세운은 민간기업에서 우크라이나 방공의 핵심 공급자로 올라서고 조민우는 대부에게 복수할 후원자를 찾아 한국으로 돌아온다.","조민우가 여전히 증오하는 작은아버지 조도겸을 만나려 한다.","러시아 원자재 제재의 단기 방어","우크라이나 방어망 완공과 조민우의 대부 배신 제안",S06-A03,high
260,"260화","대리전(2)",61959,62181,"우크라이나 방어망은 비밀리에 일주일도 안 돼 완성됐고 조민우가 세운 창립 반지를 보내 만남을 청한다.","오래 끊긴 가족 식탁이 과거 배제와 복수 거래를 어떤 장면으로 드러내는지 확인하는 보상","조민우의 귀환 목적과 이용 가치를 판단한다.","옛 저택에서 집사에게 갈비찜을 부탁하고 아버지 생전처럼 끝자리에 앉아 가족규칙 1번인 아침 식탁을 재현한 뒤 10여 년 만에 온 조민우와 마주한다.","갈비찜은 정이 아니라 형들과 조카에게만 돌아가 자신은 먹보로 꾸중받았던 배제 기억을 되살리고 두 사람은 그룹 소유권을 두고 즉시 다툰다.","조민우는 조도겸이 세운을 자신보다 잘 키웠다고 인정하면서도 대부 자리를 빼앗기 위해 도움을 청한다.","가족 식탁에서 능력 인정과 복수 제안이라는 진짜 목적이 공개된다.","가족 관계·인정·호칭","옛 식탁은 화해 자리가 아니라 조문홍의 편애와 형제 적대를 확인한 불신 협상장이 되고 조민우가 무릎을 꿇는다.","조민우가 도움을 얻기 위해 어떤 대가까지 감수할지 남는다.","조민우 귀환 목적과 세운 경영 능력 인정","대부 타도용 가족 동맹의 조건",S06-A03,high
261,"261화","대리전(3)",62182,62404,"조민우가 대부를 무너뜨려 달라며 조도겸 앞에 무릎을 꿇었다.","‘작은아버지’ 호칭과 계약 마법이 가족 동맹의 실체를 확정하는 장면","배신 가능성을 죽음 조건으로 막고 조민우를 대부 공격 도구로 쓴다.","조도겸은 신뢰하지 않는다고 명시하고 계약 마법으로 ‘조민우는 조도겸에게 거역하지 않는다’를 적어 위반 시 죽게 만든 뒤 개인·DK 경로 50조 원을 초기 자금으로 준다.","조민우는 작은아버지라고 부르지만 조도겸은 역겨움과 구역질을 느끼며 평소처럼 말하라고 하고 50조 원도 대부 은행망을 썩히기에는 부족하다.","최면 없이 자발 계약을 받되 실패하거나 죽어도 시간을 벌면 된다는 조도겸의 계산이 드러난다.","조민우는 대부를 공격할 50조 원과 후원을 얻지만 관계는 신뢰가 아닌 생명 담보 종속으로 고정된다.","계약·가족 관계·돈","‘작은아버지’ 호칭은 친밀감이 아니라 불쾌한 혈연 확인으로 기능하고 두 사람은 불신 계약 동맹이 된다.","러시아 병력 80%가 우크라이나 전선에 집결해 대리전이 실제 전면전으로 바뀐다.","조민우 후원 조건과 배신 방지","러시아의 우크라이나 전면 침공과 대부 은행 동결전",S06-A03,high
262,"262화","전면전(1)",62405,62613,"러시아가 특별 군사작전을 개시했고 우크라이나는 세운 방어망을 아직 완전히 신뢰하지 않는다.","기업 회장이 실제 전장에서 국가 방공과 전후 사업권을 동시에 따내는 보상","키이우를 지키고 전후 복구·군수 이익을 선점한다.","공식 항공편으로 키이우 벙커에 들어가 젤렌스키 앞에서 20개 발사 지점을 위성으로 확인하고 30분 만에 미사일 14발을 아공간으로 제거한다. 공항 폭발을 일으킨 내부 협력자 영상도 공개한다.","러시아 공격뿐 아니라 우크라이나 내부 협력자가 공항을 폭파하고 탱크 전력은 러시아 약 3천 대 대 우크라이나 850대다.","방어망이 이미 완성됐다는 사실과 내부 폭파범의 영상 증거가 동시에 공개된다.","키이우 공습이 무피해로 끝나고 젤렌스키가 500조 원 이상 규모 재건 사업을 세운에 맡기겠다고 약속한다.","외교 지위·돈·신뢰","젤렌스키는 조도겸을 회사 회장에서 국가 생존을 맡길 방어 파트너로 보기 시작한다.","러시아 탱크 3천 대를 상대로 우크라이나의 열세를 뒤집을 방법을 찾는다.","우크라이나 방어망 실전 검증과 내부 협력자 색출","러시아 기갑전력 포획과 전후 재건 계약",S06-A04,high
263,"263화","전면전(2)",62614,62845,"우크라이나가 공습은 막았지만 러시아 기갑전력이 국경과 하르키우로 진입한다.","환상·독안개·아공간으로 적 장비를 통째로 전리품으로 바꾸는 전장 사업 보상","인명 소모를 줄이며 러시아 탱크와 전투기를 확보한다.","사용 불능·포획 장비의 소유권을 계약하고 하르키우와 국경에서 거대 지네 환상·포이즌 포그·개조 아공간 방어진으로 승무원을 도망치게 해 탱크를 빨아들이며 추락 환상으로 전투기 조종사도 탈출시킨다.","승무원을 안에 가둔 채 장비만 뺏기 어렵고 넓은 전선을 동시에 처리해야 한다.","340대 점검 뒤 총 600대 가까운 탱크와 전투기까지 확보 가능한 포획 방식이 완성된다.","우크라이나군 희생 없이 수천억 원대 탱크와 항공 자산이 세운 전리품이 된다.","무력·돈·마법","조도겸은 방어 공급자에서 전장의 장비 소유권까지 계약하는 무기 사업자로 확장한다.","대량 장비 손실을 입은 러시아가 다음 날 공격을 멈춘다.","기갑 열세의 1차 반전","포획 장비의 개조·판매와 러시아 재공세",S06-A04,high
