arc_id,arc_name,start_sequence,end_sequence,start_label,end_label,episode_count,main_characters,main_locations,concrete_premise,central_question,promise,pressure_escalation,mid_turn,concrete_payoff,relationship_change,status_or_ability_change,residual_cost,next_arc_bridge,boundary_signals,confidence
"N001","회귀한 늦둥이의 첫 성적표","1","3","ⓚ1화","ⓚ3화","3","조도겸; 가르틴; 조문홍; 조도훈; 조도영; 대웅중 학생주임","몰락한 저택 비밀 서재; 1996년 저택 식탁; 대웅중","가문을 잃은 조도겸이 가르틴에게 드래곤 하트와 회귀를 받고, 공부 선언과 기말고사 성적으로 아버지에게 두 번째 삶의 첫 기회를 얻는다.","사고뭉치로 굳은 중학생 도겸이 마법만이 아니라 실제 성적과 대응으로 아버지의 기대를 되살릴 수 있는가?","회귀·메모라이즈의 효능, 다시 만난 아버지, 성적표로 얻는 검정고시와 자율 공부 허락을 약속한다.","하루 전 시험 준비, 메모라이즈의 이해력 한계, 학생주임의 컨닝 추궁과 폭력, 식탁에서 형들의 조롱이 겹친다.","평균 92점과 학생주임의 촌지 약점을 결합해 학교의 사과를 받아내고 성적표를 아버지 앞에 놓는다.","학생주임의 사과와 전교 30등 성적표로 검정고시·자율 공부 허락을 받는다.","조문홍은 말을 흘려듣던 막내의 눈물과 성적을 보고 마지막 기대를 걸지만 형들의 불신은 남는다.","몰락한 성인에서 드래곤 하트·메모라이즈를 지닌 회귀자로 바뀌고 학교 밖에서 움직일 조건을 얻는다.","정상 진학을 포기해야 하고, 학업 의지는 이후 성적으로 계속 증명해야 하며 독자 자금도 없다.","끊긴 외가의 유말숙에게 찾아가 IMF 투자용 종잣돈을 요구한다.","기말 약속이 성적표·학교 사과·아버지 허락으로 닫힘; 핵심 장소가 학교·저택에서 외가 식당으로 이동함; 다음 지배 목표가 학업 증명에서 종잣돈·실행자 확보로 바뀜","high"
"N002","유 지관의 10억에서 영보철강 5억까지","4","9","ⓚ4화","ⓚ9화","6","조도겸; 유말숙; 김덕자; 황연우; 홍 부장; 황연우 부모","유말숙 식당 부엌과 연말 식탁; S대 잔디밭; 증권사 거래망; 세운종합병원","도겸이 유말숙의 사과 상자 10억, 미래의 실무자 황연우, 홍 부장의 거래망을 묶어 달러와 병원 수익을 만들고 첫 공매도를 실제 차익으로 닫는다.","미성년자인 도겸이 끊긴 외가와 불안한 성인 실행자를 자기 편으로 만들면서 첫 거액 투자를 끝까지 견딜 수 있는가?","김치찌개와 숙면, 첫 고용인, 10억 환전, 영보철강 공매도 차익, 황연우의 충성과 2서클을 누적 보상으로 건다.","유말숙은 담보를 요구하고 황연우는 어린 고용주를 의심하며, 영보철강은 1만1500원까지 역행해 1억5000만 원 장부 손실과 배신 유혹을 만든다.","도겸이 황연우 부모에게 호텔·정밀검진을 제공하고 대장 용종을 조기에 찾아내면서 돈을 들고 달아날 수 있던 고용 관계를 생명의 은혜로 뒤집는다.","평균 4900원 상환으로 약 5억 원을 벌고 미래 거래 접근권과 2서클 그리스 마법을 얻는다.","유말숙은 외손자에게 직접 김치찌개와 부엌·인맥을 내주고, 황연우는 선불 고용인에서 부모를 살린 은인에게 충성하는 오른팔로 바뀐다.","무자본 미성년자에서 달러·현금흐름·첫 실무팀을 운용하는 2서클 투자자로 올라선다.","미래 기억의 오차 위험과 10억 원 투자 원금 의무, 황연우를 포함한 팀의 장기 신뢰 검증은 남는다.","새로 연 그리스 마법을 호주 축구 결과와 토토 수익에 적용한다.","10억 승인만이 아니라 환전·병원 수익·영보철강 상환까지 첫 자본 루프가 완결됨; 황연우의 관계가 의심에서 충성으로 비가역 전환됨; 2서클 개방 뒤 핵심 장소와 전술이 국내 금융·병원에서 호주 경기장으로 교체됨","high"
"N003","호주 토토에서 검정고시 99점까지","10","13","ⓚ10화","ⓚ13화","4","조도겸; 조문홍; 조도훈; 조도영; 황연우; 장민수; 홍 부장","졸업 축하 식당; 호주 브리즈번 경기장; 저택 식탁과 공부방; 도서관; 검정고시 시험장","도겸이 졸업여행을 현장 토토 승부로 바꾼 뒤, 그 수익과 새 학습 마법진으로 아버지가 건 평균 50점 조건을 99점으로 압도한다.","호주에서의 일탈성 승부를 돈으로 끝내는 데 그치지 않고 자기 공부 방식과 행동 자유를 아버지에게 최종 승인받을 수 있는가?","한국 승리와 2억 원, 집중력 병목 해소, 한미그룹 약 20억 원 차익, 검정고시 99점과 아버지의 포옹을 한 연쇄 보상으로 약속한다.","조도훈의 감시자, 기억나지 않는 경기 결과, 마법 조절 실패, 귀국 뒤 기숙학원 압력과 넓은 시험 범위가 연달아 자유를 제한한다.","그리스·디그로 한국 승리를 직접 만든 뒤 조문홍에게서 평균 50점이라는 조건부 자유를 받고, MC 스퀘어와 초보 마법진으로 그 조건을 자기 성장 장치로 바꾼다.","토토 1억 원을 2억 원으로 만들고 한미그룹에서 약 20억 원을 벌며, 검정고시 평균 99점으로 조문홍의 직접 포옹과 지안자동차 100억 공매도 허락을 얻는다.","조건을 걸던 조문홍이 약속을 지킨 아들을 직접 안아 인정하고, 형·조카의 질투는 물리적 공격으로 격해진다.","단발 메모라이즈 사용자에서 지속 학습 마법진과 약 100억 원 규모 투자 실행력을 갖춘 자율 수험생으로 바뀐다.","아버지의 인정은 후계 승인까지 가지 않았고, 조민형이 유도부를 고용해 가족 적대를 현실 폭력으로 전환한다.","조민형이 보낸 유도부 10명의 골목 습격을 직접 상대한다.","11화의 토토 회수만으로 자유가 닫히지 않고 바로 평균50 조건이 열려 13화 99점·포옹에서 누적 약속이 결산됨; 13화 말 핵심 상대가 시험·아버지 조건에서 조민형의 물리 공격으로 바뀜; 학업 지위와 투자 규모가 함께 비가역 상승함","high"
"N004","조민형의 유도부 습격","14","14","ⓚ14화","ⓚ14화","1","조도겸; 조민형; 유도부 주장과 부원들; 황연우; 가르틴","도서관 인근 골목; 조민형의 방","검정고시 성공을 질투한 조민형이 보낸 유도부 10명을 도겸이 마법과 격투로 제압하고 배후를 확인한다.","가족이 사주한 첫 집단폭력을 다치거나 아버지에게 기대지 않고 끝내 주도권을 되찾을 수 있는가?","유도부 제압, 배후 확인, 조민형의 공포, 다음 돈벌이 수단인 디텍트 포스 개방을 약속한다.","열 명의 포위와 집단 구타 위협, 가족 안에서 드러내기 어려운 배후라는 제약이 한 회에 집중된다.","도겸이 디그·그리스와 격투를 조합해 수적 열세를 뒤집고 돈으로 유도부 주장의 입을 열어 조민형을 특정한다.","공격자 전원을 제압하고 조민형을 찾아가 겁먹게 만든 뒤 디텍트 포스를 선택한다.","도겸을 만만한 삼촌으로 보던 조민형이 직접 보복을 두려워하는 가해자로 뒤집힌다.","가족 폭력의 수동적 표적에서 전투 마법과 돈으로 배후를 역추적하는 주체가 된다.","조민형과 형들의 근본 적대는 해소되지 않았고, 새 추적 마법은 아직 수익이나 공적 성과로 검증되지 않았다.","디텍트 포스를 현상금에 연결하기 위해 탈옥수 이신창의 머리카락과 위치를 찾는다.","13화의 학업·포옹 결산 뒤 상대와 갈등 방식이 시험에서 가족 대리폭력으로 교체됨; 습격·배후 확인·응징이 14화 안에서 완결됨; 15화부터 상대가 조민형에서 무장 탈옥수로, 장소가 골목에서 전국 수색로로, 목표가 방어에서 현상범 생포로 모두 바뀜","high"
"N005","디텍트 포스로 잡은 탈옥수","15","16","ⓚ15화","ⓚ16화","2","조도겸; 황연우; 이신창; 조문홍; 조도훈; 조도영; 경찰","전국 도로; 이신창 은신 별장 301호; 경찰서; 저택 식탁","도겸이 탈옥수의 머리카락과 디텍트 포스를 이용해 전국을 추적하고, 오픈·그리스·슬립을 연계해 무장한 이신창을 생포한다.","막연한 20km 탐지와 잠긴 문, 흉기를 넘어 현상범을 산 채 넘기고 위험한 독학 선택까지 아버지에게 납득시킬 수 있는가?","위치 수렴의 추적 쾌감, 현상금 5000만 원, 모범시민 표창, 황연우 보너스, 자율 공부 재승인을 약속한다.","전국 단위 탐색과 매개체 구입, 잠긴 301호, 흉기를 든 탈옥수, 귀가 뒤 형들의 기숙학원 재압박이 이어진다.","머리카락 반응이 별장 301호로 수렴하고 오픈을 즉시 배운 뒤, 문을 열어 그리스·격투·슬립으로 이신창을 제압한다.","이신창을 경찰에 넘겨 현상금 5000만 원과 표창을 받고, 황연우에게 500만 원을 나누며 조문홍에게 자유 공부를 재승인받는다.","조문홍은 학벌을 방패로 삼겠다는 막내의 솔직한 논리와 약속을 받아들이고, 황연우는 위험한 추적까지 함께한 동료가 된다.","추적·개방 마법을 실전 조합한 공적 모범시민으로 바뀌고 독학 지위를 지킨다.","가족 내 폭력 원인은 남아 있고 수능 실력과 지안자동차 100억 포지션은 아직 결산되지 않았다.","몇 달의 공부와 지안·해치 공매도, IMF 환율, 수능을 한꺼번에 결산하는 장기 승부로 넘어간다.","이신창 수색이 301호 생포·경찰 인계·포상으로 닫힘; 저택 식탁에서 독학 지위가 재확정됨; 17화는 수개월 시간 점프와 함께 상대·목표가 탈옥수에서 시장·수능으로 전환됨","high"
"N006","IMF 360억과 전국 유일 수능 만점","17","20","ⓚ17화","ⓚ20화","4","조도겸; 황연우; 홍 사장; 유말숙; 김덕자; 조문홍; 조도훈; 조도영","저택 공부방과 모의고사장; 증권·외환 거래 현장; 수능 시험장; 유말숙 식당; 세운그룹 본사","도겸이 지안자동차·해치그룹 공매도와 IMF 달러 매각을 진행하는 동시에 공부 마법진과 3서클 언어로 수능 만점을 노린다.","시장 정점과 시험 당일을 함께 통제해 독립 자산, 학벌, 가족의 인정을 한 번에 얻을 수 있는가?","지안 70억·해치 75억·환율 차익, DK인베스트먼트, 3서클, 전국 유일 만점, 유말숙의 미소와 아버지 포옹을 누적한다.","모의고사 300점 한계와 영어 병목, 100억 공매도의 파산 위험, 환율 정점 불확실성, 형들의 불신이 병렬로 압박한다.","해치 부도로 자산 약 180억 원을 만들자 3서클과 언어 마법이 열려 수능의 마지막 병목이 제거된다.","2천만 달러를 평균 1800원에 팔아 자산 360억 원을 만들고 수능 400점 전국 유일 만점자로 확인되어 조문홍의 포옹을 받는다.","유말숙은 식탁에서 드문 미소를 보이고 본사 경비는 정중히 길을 열며, 조문홍은 막내를 직접 안아 공개적으로 자랑할 아들로 받아들인다.","개인 투자자에서 법인·사장·360억 원을 둔 3서클 운용자이자 전국 수석으로 올라선다.","거액 자산의 출처는 숨겨야 하고 형제의 질투와 후계 실무 경험 부족은 남는다.","전국 수석의 이름값과 자금을 경제포럼·법원 경매·백두빌딩·새 인재로 바꾼다.","지안·해치 숏과 달러가 모두 상환·매각됨; 수능 결과가 공식 발표되고 가족·본사의 호칭과 태도가 바뀜; 다음 핵심 장소가 시험·외환 현장에서 포럼·경매장으로 이동함","high"
"N007","전국 수석이 세운 백두빌딩 팀","21","25","ⓚ21화","ⓚ25화","5","조도겸; 조문홍; 황연우; 유말숙; 홍 사장; 김건웅; 재방파","경제포럼과 저택 식탁; 법원 경매장; 백두빌딩; 재방파 사무실; DK 사무실","전국 수석으로 공개 인정받은 도겸이 클레어보이언스로 부동산을 낙찰받고, 백두빌딩을 근거지로 삼아 재방파에서 김건웅을 빼내 첫 조직형 투자팀을 완성한다.","새 명예와 360억 원을 눈에 보이는 본거지·전문가·반복 수익으로 바꾸면서 조폭의 추적과 노예계약을 넘을 수 있는가?","아버지의 포럼 자랑과 황연우에게 생선을 발라 주는 식탁, 백두빌딩 소유, 김건웅의 자유와 채용, 금 거래 50억·4서클을 약속한다.","봉인 입찰과 재방파 추격, 김건웅의 노예계약, 첫 팀 프로젝트의 실행 위험이 돈만으로 풀리지 않는 압력으로 쌓인다.","윈드 애로우·번개·슬립으로 재방파를 제압해 계약서를 없애고, 홍 사장이 자수성가 실적을 밝히자 김건웅이 도겸을 고용주로 선택한다.","백두빌딩과 공유사무실, 천재 회계사, 금 거래 약 50억 원, 김건웅 3000만 원 보너스, S대 합격과 4서클 가능성을 얻는다.","조문홍의 인정은 황연우를 식탁에서 챙기는 데까지 넓어지고, 김건웅은 범죄조직의 도구에서 위험을 함께 감수하는 DK 핵심으로 이동한다.","현금 부자에서 건물·사무실·홍·황·김으로 구성된 조직을 가진 투자 대표로 바뀐다.","재방파와의 원한, 세운 계열사에 아직 손대지 못한 상태, 4서클의 실제 사업 활용은 다음 과제로 남는다.","S대 입학과 세운음향 인수를 통해 금융·부동산 팀을 제조업과 기술사업으로 확장한다.","공개 인정이 경매 신용으로 전환됨; 백두빌딩 소유·김건웅 계약·금 거래가 하나의 DK 기반 구축으로 결산됨; 다음 목표가 부동산·인재에서 세운음향 인수와 제조 제품으로 바뀜","high"
"N008","S대 인재와 세운음향의 마법 제품","26","31","ⓚ26화.","ⓚ31화.","6","조도겸; 황연우; 홍 사장; 김건웅; 이택수; 양덕훈; 조문홍; S대 동기들","S대 OT와 강의실; 백두빌딩; 세운음향 회의실·공장·마정석 창고; 입학식과 호텔 식당","S대 신입생이 된 도겸이 동기에게 베푼 식사와 미래 창업 투자를 출발점으로 세운음향을 인수하고, 마법 오디오·자동 마정석·스마트폰 선행 특허까지 제조업 기반을 만든다.","대학의 사람과 세운의 적자 계열사를 결합해 모방 불가능한 제품, 생산 체계, 미래 특허를 동시에 남길 수 있는가?","OT 공동 식탁과 이택수 지분, 세운음향 인수, 매지션 제품 흑자·수출, 월 21억 원 사업이익, 공개 입학 잔치, 도난 마정석 회수와 스마트폰 특허를 누적한다.","OT 군기, 적자 회사와 잡음 문제, 수작업 마정석 병목과 한전 의심, 창고 화재·일본 침입자가 연속으로 제품 비밀을 위협한다.","78억 원에 세운음향을 인수하고 인스크립션·사일런스를 특수 도료로 위장한 매지션 제품이 비교 청음에서 팔리며 회사가 흑자로 전환된다.","하루 288개 자동 생산과 월 약 21억 원 이익을 만들고, 불탄 창고의 마정석 20개를 되찾아 터치·핀치 줌·둥근 휴대폰 특허 개발선을 확보한다.","조문홍의 고급 술과 호텔 뷔페를 모두와 나누며 동기들의 인정을 얻고, 양덕훈과 직원들은 어린 인수자를 기술과 성과를 내는 대표로 받아들인다.","대학생 투자자에서 첫 세운 계열사·연구진·공장·수출품·미래 특허를 가진 제조 경영자로 확장된다.","마법 공정의 비밀 노출 위험과 생산 증설, 아직 시제품 단계인 스마트폰은 남는다.","대학과 공유사무실의 빈 공간을 마법진 독서실로 바꾸며 새 사업과 모방자 갈등에 들어간다.","세운음향 인수→제품 검증→자동생산→침입 회수까지 제조 루프가 닫힘; 입학식 가족 축하와 회사 흑자가 누적 약속을 결산함; 32화부터 장소·상품·상대가 음향 공장·침입자에서 독서실·임승호로 교체됨","high"
"N009","마법진 독서실을 훔친 건물주의 파산","32","34","ⓚ32화.","ⓚ34화.","3","조도겸; 황연우; 임승호; 홍 사장; 김건웅; 서광수; DK 법무팀","DK 공유사무실 독서실; 승호빌딩; 대전 상가; 백두빌딩","도겸이 공실에 학습 마법진 독서실을 열어 월수익을 만들지만 임승호가 사업을 복제하자 효과를 끊고 건물·법률·악취 공격으로 두 자산을 경매까지 몰아간다.","마법 효과만 훔치려는 건물주에게 손실보다 큰 대가를 치르게 하면서 복수를 장기 조직과 인재 확보로 환전할 수 있는가?","월 약 2억 원 독서실 수익, 도용자의 환불·파산, 법무팀, 서광수의 SNS 개발 계약, 원한을 갚아 반응한 4서클 기회를 약속한다.","마법진을 그대로 이용한 복제, 임승호의 버티기, 다수 세입자와 법적 노출 위험 때문에 직접 폭력 대신 장기 압박이 필요하다.","도겸이 마법진을 꺼 환불 사태를 만들고 저농도 포이즌 포그와 세입자 이전·소송을 결합하면서 개인 응징을 조직전으로 바꾼다.","임승호의 서울·대전 두 건물을 법원 경매로 보내고 미래 변호사들과 서광수를 DK 장기 보상 조건으로 영입한다.","서광수는 단기 고용인이 아니라 회사가 커질수록 보상받는 기술 동료가 되고, 임승호는 도겸을 속인 건물주에서 모든 자산을 잃는 패자로 전락한다.","DK가 투자·회계에 더해 법무·SNS 개발 축을 갖추고 도겸의 원한 원칙도 드래곤 하트의 성장 방식으로 인정된다.","독서실 효과의 비밀과 응징의 과잉성은 남고, 병역 의무가 경영 시간을 끊을 현실 문제가 떠오른다.","육상 기록과 국가대표 체계를 이용해 아시안게임 금메달·병역특례를 노린다.","임승호의 복제·환불·두 건물 경매가 완결됨; 법무팀·서광수 영입으로 조직 상태가 바뀜; 다음 핵심 목표가 사업 응징에서 병역 의무 해결로, 장소가 빌딩에서 육상장으로 교체됨","high"
"N010","형들의 방해를 뚫은 9초99 금메달","35","41","ⓚ35화.","ⓚ41화.","7","조도겸; 서훈; 황연우; 조문홍; 조도영; 송혜선; 김 실장; 국가대표 선수들","세운음향 육상팀과 서울·제주 경기장; 저택 식탁; 홍콩 카지노; 아시안게임 선수촌·트랙","도겸이 병역특례를 위해 공식 육상팀과 국가대표 자격을 만들고, 조도영이 보낸 성추문·도핑·골절 공작을 역으로 깨뜨린 끝에 9초99 금메달을 딴다.","마법을 기록으로만 쓰지 않고 제도권 국가대표와 가족 방해를 모두 통과해 금메달·병역 해결·공식 대표 호칭을 얻을 수 있는가?","국가기록, 대표 선발과 외부 훈련권, 아버지가 숟가락에 올려 주는 소고기, 송혜선 역공, 도핑 통과·골절 회복, 9초99 금메달과 `대표님` 호칭을 누적한다.","공인기록 조절과 도핑 검사, 송혜선·조도영의 스캔들 함정, 비행기 약물 투여, 청부 습격 골절, 일본 10초00 경쟁자가 금메달까지 압력을 높인다.","국가대표 선발 뒤 끝난 듯했던 목표가 송혜선의 접근으로 후계 방해전임이 드러나고, 카지노 녹음을 산 도겸이 공범끼리 서로 파멸하게 만든다.","정화·힐로 도핑과 골절을 넘고 9초99로 아시안게임 금메달을 딴 뒤 부상 은퇴를 연출해 병역특례 명분과 DK의 `대표님` 호칭을 얻는다.","조문홍은 아들의 숟가락에 소고기를 직접 올리고 사랑한다는 말을 들으며 신체적 돌봄을 보이고, 조도영과 도겸의 적대는 비밀 견제에서 살상 가능한 공작으로 굳어진다.","개인 사업가 겸 학생에서 국가대표 금메달리스트·병역 해결자·DK 내부 공식 대표로 올라선다.","조도영의 근본 적대는 끝나지 않고, 금메달의 이름값을 장기 사업 신용으로 바꿔야 한다.","금메달리스트와 세운가 막내라는 이름값으로 미국 스타벅스 본사를 설득한다.","35화의 병역특례 약속이 41화 금메달·은퇴로 비로소 닫힘; 37화 대표 선발 뒤에도 같은 금메달 목표 아래 형의 스캔들·도핑·골절 압력이 연속 상승하므로 분할하지 않음; 41화 말 장소·목표가 경기장에서 해외 프랜차이즈 사업으로 전환됨","high"
