sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_id,confidence
153,"153화","마법사의 탑(2)",37483,37744,"63빌딩을 산 뒤 한 달째 탑 전체를 마법 시설로 바꾸는 중이다.","서울 한복판 첫 마법사의 탑이 완성되어 생활·연구·사업을 동시에 밀어 올리는 장면","63빌딩 마탑 개조를 끝내고 탑의 연구 효율을 실제 신제품으로 증명한다.","차량 크기 수정구를 포탈로 옥상에 올리고 골렘으로 설치해 탑을 가동한 뒤 0호기 연산망으로 탈모 포션을 연구한다.","거대한 탑을 혼자 각인해야 했고 주문 해독에는 원래 여섯 달과 대규모 컴퓨터 자원이 든다.","탑 영향권 주민이 세운 제품을 고르고 마나 회복·효과가 높아지며 0호기가 연구 기간을 석 달로 줄인다.","첫 마법사의 탑 완공과 90% 이상 완성된 일주일 지속 탈모 포션을 얻는다.","능력·세계·사업","63빌딩 소유자에서 서울 20만 명과 마법 연구를 증폭하는 마탑주로 바뀐다.","탈모 포션을 임상과 판매로 연결하면 얼마나 큰 시장이 열릴지 시험한다.","63빌딩 매입과 마탑 개조","푸르름 임상·출시와 마탑 영향권 정치 활용","S04-A01","high"
154,"154화","풍성(1)",37745,38003,"마탑 연구가 만든 탈모 포션은 임상 단계이고 황연우에게는 아직 지역구가 없다.","마법 치료제와 정치 공작이 머리카락·의석·경쟁사 손실이라는 실물 보상으로 이어지는 전개","푸르름을 출시하고 황연우가 영등포 보궐선거에 나설 자리를 만든다.","암시로 이주영 의원의 음주운전을 유도해 사퇴시키고 황연우를 후보로 세우며 샤롯타워 공사에는 폭발·지반 균열을 반복한다.","황연우의 낮은 인지도와 무소속 약점, 임상 승인 대기, 샤롯의 대형 공사 역량이 버틴다.","푸르름 임상이 성공하고 도겸은 효과 기간을 1년에서 3개월로 줄여 반복 구매 구조를 택한다.","보궐선거 출마 기회와 승인 직전의 탈모 치료제, 샤롯타워 공기 지연을 동시에 얻는다.","정치·사업·관계","황연우는 기업 참모에서 실제 국회의원 후보가 되고 세운제약은 대형 신약 출시 직전으로 이동한다.","푸르름 첫 10만 병과 황연우 선거가 시장에서 검증된다.","영등포 보궐선거 자리 만들기와 임상 성공","첫 판매 규모·상대 후보 약화·황연우 당선","S04-A02","high"
155,"155화","풍성(2)",38004,38251,"푸르름 판매와 황연우의 무소속 선거가 동시에 시작된다.","탈모인의 즉각 반응과 선거용 마법·검소한 이미지가 돈과 표로 바뀌는 장면","푸르름 생산량을 키우고 황연우에게 거대 양당 후보를 이길 우위를 준다.","10만 병을 병당 20만 원에 풀고 생산을 하루 20만 병으로 늘리며 상대 후보 시계에는 어글리, 황연우 물건에는 참을 건다.","탈모 시장을 20만 명으로 오판했고 되팔이 가격이 세 배로 뛰며 황연우의 고가 자산은 정치 이미지에 독이 된다.","실제 국내 성인 탈모층이 약 800만 명으로 드러나고 김건웅이 황연우 자산을 페이퍼컴퍼니에 묶는다.","첫날 완판과 50억 원 로열티, 월 3천억 원 전망, 황연우의 비교 우위가 지급된다.","돈·정치·지위","세운제약 신약은 소수 치료제가 아니라 국민적 반복 구매 상품이 되고 황연우는 깨끗한 후보 이미지로 재구성된다.","마탑 영향권 표심이 실제 개표에서 당선을 만들 수 있는지 확인한다.","푸르름 출시와 수요 검증","영등포 보궐선거 개표와 새 7서클 보상","S04-A02","high"
156,"156화","태풍(1)",38252,38488,"황연우는 출구조사에서 근소 우세지만 실제 개표에서는 한때 뒤처진다.","마탑 영향권 표가 무소속 첫 의석으로, 신약 대박이 새 공간 마법으로 환전되는 결산","황연우를 당선시키고 급증한 사업 물류·폐기물 문제를 해결할 수단을 얻는다.","영등포을 개표를 지켜본 뒤 푸르름 성과로 7서클 포켓을 열고 세운건설 폐기물 3만 톤을 DK환경이 맡도록 제안한다.","기존 정당 조직표와 3천759표 열세, 100만 톤 한계의 포켓, 도겸이 직접 폐기물을 담아야 하는 비용이 있다.","여의도 마탑 영향권 개표함이 판세를 뒤집어 황연우가 지역 최초 무소속 당선자가 된다.","첫 국회의원 측근과 100만 톤 아공간 포켓, 연 32억 원 비용 시장 진입권을 얻는다.","정치·능력·사업","황연우가 기업 실행자에서 캐스팅보트가 될 정치인으로, 도겸은 물질을 대량 보관하는 7서클 마법사로 올라선다.","폐기물 수거를 자동화하고 포켓을 전국 물류망으로 확장한다.","황연우 보궐선거와 푸르름 첫 결산","포켓 다중 접속·위그드라실 반나절 배송","S04-A02","high"
157,"157화","태풍(2)",38489,38747,"포켓을 얻었지만 세운건설 폐기물 3만 톤을 도겸이 직접 치워야 한다.","아공간을 노동·경쟁사 응징·전국 배송으로 확장하는 인프라 보상","포켓을 원격 다중 접속으로 바꿔 위그드라실 배송과 폐기물 사업을 자동화한다.","한 달간 폐기물을 직접 담고 태풍 곤파스 때 샤롯타워를 토네이도로 무너뜨린 뒤 전국 여섯 창고에 인증·암호 마법진을 설치한다.","반복 육체노동과 최상급 마정석 부족, 포켓 보안, 경쟁사에 대한 은밀한 공작 비용이 겹친다.","0호기가 다중 접속 포켓을 완성해 서울·대전·대구·부산·광주·원주 창고가 한 공간처럼 연결된다.","위그 오리지널과 천 개 생필품의 반나절 배송, 육아 가정의 실제 편의, 샤롯 공기 원점화를 얻는다.","사업·물류·능력","포켓이 개인 창고에서 전국 물류 기간망으로 바뀌고 위그드라실이 대형 유통 경쟁자로 올라선다.","미국 수요를 감당할 최상급 마정석을 일본 대지진에서 확보할지 선택한다.","포켓 다중 접속과 국내 물류 실증","대지진 자원 베팅·샤롯타워 인수","S04-A03","high"
158,"158화","딜레마(1)",38748,38966,"위그드라실은 가입자 천만 명을 얻었지만 해외 확장용 최상급 마정석이 모자라다.","다가올 재난을 자원 기회로 보면서도 사람을 살릴지 고민하는 마법사의 딜레마","일본 해저에 마정석 마법진을 숨겨 위그 해외 확장 자원을 준비한다.","샤롯타워 공사를 계속 흔들어 성경호가 부지를 팔게 하고 배를 빌려 일본 동쪽 해저에 자동 회수 마법진을 매설한다.","M9 대지진을 아는 죄책감과 경고해도 믿지 않을 현실, 해저 설치·은폐 난도가 발목을 잡는다.","전국 무당들이 샤롯타워의 이상을 감지해 성경호가 공사를 포기하고 부지 가격은 70% 하락 수순에 들어간다.","샤롯타워 매입 기회와 대지진 발생 즉시 마정석을 포켓으로 회수할 기반을 확보한다.","돈·능력·윤리","국내 물류 성공이 해외 자원 확보와 경쟁사 랜드마크 인수라는 더 큰 판으로 확장된다.","샤롯이 70% 가격을 받아들일지와 일본 본진의 실제 규모가 남는다.","샤롯타워 공사 포기 유도와 해저 진지 구축","부지 매입·일본 본진 대응","S04-A03","high"
159,"159화","딜레마(2)",38967,39204,"샤롯타워 부지는 75%까지 내려왔고 해저 마법진은 지진을 기다린다.","저주받은 땅을 헐값에 세운 랜드마크로 바꾸고 재난 전조를 먼저 읽는 보상","샤롯타워 부지를 70% 가격에 인수하고 일본 지진의 본진을 놓치지 않는다.","외국 매수자를 마법으로 쫓아내 1조9천억 원에 부지를 사고 세운타워로 개명한 뒤 산리쿠 M7.3 지진 신호를 확인한다.","성경호가 75% 아래를 거부하고 도겸은 중동 상류층에게 구단이 없다는 이유로 무시당한다.","세운건설이 방해가 사라진 현장에서 두 달 만에 샤롯의 1년 공정을 넘고 전진이 본진임을 알아챈다.","서울 최고층 예정 부지를 헐값에 얻고 진도 7.3만으로도 최상급 마정석 2만 개를 확보한다.","돈·지위·세계","샤롯의 상징이 세운타워로 넘어가고 도겸은 일본 본진을 앞둔 재난 대응자로 바뀐다.","일본에 M9.1을 경고하고 실제 발생 때 사람을 구할지 결정한다.","샤롯타워 부지 인수와 세운타워 착공","동일본 대지진·구조·마정석 대량 회수","S04-A03","high"
160,"160화","딜레마(3)",39205,39445,"도겸은 일본 대사관에 M9 경고를 보냈지만 근거 없다는 이유로 묵살당한다.","재난 이익을 노렸던 마법사가 포탈·골렘·물자를 쏟아 사람을 살리고 세계의 박수를 받는 결산","동일본 대지진 현장에서 가능한 만큼 사람을 구하고 구호품을 전달한다.","3월11일 지진 직후 일회용 포탈과 구조 골렘을 열어 해안 주민을 구하고 포켓 물자를 하루 100억 원 이상 풀어낸다.","수만 개 마정석과 막대한 현금이 소모되고 쓰나미 현장에 직접 들어간 도겸의 생명도 위험하다.","구조 영상이 전 세계로 퍼져 세운 임직원과 시민이 63빌딩 앞에서 회장님 최고를 외친다.","20만 개 이상 최상급 마정석, 위그 주가 20% 상승, 직원들의 박수와 비서실장의 걱정 어린 인정을 얻는다.","관계·평판·능력·자원","재난의 수혜자에서 직접 구조한 세계적 구호 영웅으로 바뀌지만 일본 정부와는 적대가 생긴다.","일본이 불법 입국·밀수 구호품을 문제 삼아 공식 항의한다.","대지진 본진과 구조 여부","일본 정부 반발·포탈 여객 규제·자기 정치세력 필요","S04-A03","high"
161,"161화","사마리아(1)",39446,39665,"일본은 세운의 구조를 문제 삼고 한국의 포탈 여객 계획은 운송 노조에 막힌다.","선의를 거부한 제도에 맞서 자기 정치 세력을 만드는 권력 확장","포탈 법을 통과시킬 50석 정치세력의 후보군을 장악한다.","일본 지원을 전면 철수하고 황연우가 모은 정치 낭인들을 검증하며 전 검사 김운경의 불법 선거자금 수수를 변장 촬영한다.","일본의 법적 위협과 항공·버스·철도·택시 노조의 집단 반발, 후보들의 충성 불확실성이 있다.","도겸이 황연우로 변장해 현행범 증거를 잡자 김운경이 신당 합류 요구를 받아들인다.","첫 강제 영입 정치인과 40명 안팎 후보군, 일본에 대가 없는 선의를 끊을 협상 주도권을 얻는다.","정치·관계","황연우 한 명에 의존하던 로비가 도겸 개인에게 복종할 독자 정당 구상으로 바뀐다.","후보 40명을 통제하고 대중적 당 대표를 구해야 한다.","일본 무상 지원과 포탈 여객 즉시 허가 기대","신당 후보 통제·윤경영 영입","S04-A04","high"
162,"162화","사마리아(2)",39666,39915,"정치 낭인 40명은 모였지만 신뢰와 얼굴이 없어 정당으로 묶이지 않는다.","아들의 눈을 뜨게 해 아버지의 충성을 얻는 가족 치유형 정치 보상","후보들을 통제하고 국민적 원로 윤경영을 신당 대표로 영입한다.","슬립·히프노시스·일루젼으로 12차례 악몽을 심은 뒤 석 달째 혼수상태인 윤정수를 63빌딩에서 정신치료·상급회복·재생으로 치료한다.","후보들은 권력 욕망이 강하고 윤경영은 아들 사고에 대한 죄책감 때문에 정계를 떠나 있다.","세 시간 치료 끝에 윤정수가 눈을 뜨고 아버지라고 부르자 윤경영이 아이처럼 웃는다.","40명 후보의 복종과 윤정수의 회복, 윤경영의 평생 충성 약속을 한 장면에서 얻는다.","가족·관계·정치·능력","윤경영은 은퇴 원로에서 아들을 살린 도겸의 정치 동맹으로 돌아오고 신당은 얼굴을 얻는다.","윤경영이 현역 의원을 데려와 교섭단체와 정당을 실제로 만들 수 있는지 남는다.","윤정수 혼수와 윤경영의 은퇴 이유","국민중심당 창당·현역 의원 영입","S04-A04","high"
163,"163화","사마리아(3)",39916,40131,"윤정수가 깨어났고 윤경영은 도겸에게 충성을 약속했다.","치유한 가족 관계가 현역 의원·정당·협상력으로 되돌아오는 결산","윤경영을 앞세워 국민중심당을 만들고 포탈 법을 다룰 교섭세력을 확보한다.","윤경영의 7명 현역 합류 계획을 승인하고 샤롯 승계전에는 개입하지 않으며 일본의 포탈·후쿠시마 폐기물 요청을 고가 협상으로 돌린다.","현재 의석은 황연우 하나뿐이고 성경호 사망 뒤 샤롯 내전과 라칼·성욱의 범죄 동맹이 새 위험을 만든다.","윤경영이 당명을 국민중심당으로 정하고 한 달 안 창당·교섭단체 가능성을 제시한다.","독자 정치 세력의 뼈대와 일본을 상대로 선의가 아닌 가격을 요구할 위치를 얻는다.","정치·관계·지위","도겸·황연우의 비공식 라인이 윤경영이 이끄는 공개 신당으로 확장되고 샤롯의 구세대는 퇴장한다.","미국 위그 확장과 새 7서클 마법, 축구 구단 인수가 다음 판을 연다.","윤경영 영입과 신당 설계","국민중심당 의석 확대·일본 유상 계약·구단주 지위","S04-A04","high"
164,"164화","구단주(1)",40132,40353,"위그 미국 법인은 포탈 800개와 시총 110조 원을 향하고 신당 후보 관리가 필요하다.","글로벌 기업 성공이 새 마법과 유럽 축구 구단주라는 사회적 신분으로 번지는 확장","정치 후보의 충성도를 고정하고 영국 구단을 사서 스포츠·유럽 판로를 연다.","미국 포탈망을 완성하고 마인드 컨트롤을 열어 100명 후보에게 충성 조건을 심은 뒤 치맥으로 EPL을 보다가 불턴 인수를 선언한다.","후보들의 배신 위험과 유럽 상류층에서 축구팀 없는 부호를 낮게 보는 문화, 불턴의 부채·약한 전력이 있다.","이백영의 끔찍한 부상과 약체 불턴을 본 도겸이 즉석에서 구단 인수를 다음 사업으로 정한다.","7서클 마인드 컨트롤과 정치조직 안전장치, 유럽 스포츠 시장에 들어갈 명확한 표적을 얻는다.","능력·정치·지위","도겸은 세계 플랫폼 총수에서 선수와 팬의 성취까지 사는 예비 구단주로 역할을 넓힌다.","부채 3천억 원인 불턴을 펄 구단주에게서 어떤 조건으로 살지 협상한다.","미국 위그 1차 확장과 후보 충성 고정","불턴 인수·챔피언스리그 조건","S04-A05","high"
165,"165화","구단주(2)",40354,40561,"불턴은 부채 3천억 원과 14위 성적 때문에 매물 가치와 자존심이 충돌한다.","약체 구단을 조건부 거래와 명장 영입으로 다시 기대하게 만드는 장면","불턴을 과도한 웃돈 없이 인수하고 2년 안 4위권에 들 팀 구조를 만든다.","부채와 경기장을 떠안되 2년 내 4위 실패 때만 2천억 원을 더 주는 계약을 맺고 기존 감독을 해임한 뒤 홀딩크를 데려온다.","펄은 헐값 매각을 거부하고 선수단·스태프는 감독 경질에 반발하며 강팀 선수는 약체 이적을 꺼린다.","항의하던 직원들이 홀딩크의 등장에 입을 다물고 도겸은 부상·문제행동 때문에 저평가된 S급 후보를 지목한다.","불턴 소유권과 유럽 위그 교두보, 명장 홀딩크를 얻고 성과 조건으로 인수비를 방어한다.","지위·조직·사업","도겸은 실제 EPL 구단주가 되고 불턴은 잔류팀에서 재활형 강팀 프로젝트로 바뀐다.","부상과 문제행동이 심한 선수들을 몸·정신 양쪽에서 되살려야 한다.","펄과의 구단 인수 조건","저평가 선수 영입·마법 훈련장 구축","S04-A05","high"
166,"166화","구단주(3)",40562,40798,"구단은 샀지만 이백영과 영입 후보들은 몸이나 품행에 치명적 약점이 있다.","재생·정신 마법·훈련 마법진이 버려진 선수들을 즉시 전력으로 만드는 팀 재건","이백영과 네 명의 저평가 선수를 회복시켜 홀딩크가 쓸 전력으로 만든다.","이백영의 다리를 회복시키고 우드 케이트·레들리 킹의 몸을 재생하며 아드레안과 로텔리에게 팀 충성·우선순위를 심고 경기장·훈련장에 마도사 진을 설치한다.","무릎 연골 부재·반복 부상·파티 중독·분노조절 문제와 마법 개입이 경기 조작으로 보일 경계가 있다.","홀딩크가 예상보다 완벽한 몸과 태도를 확인하고 도겸은 경기 중 직접 마법은 재미를 없앤다며 금지한다.","부상 없는 핵심 선수단과 집중·이해·합을 높이는 훈련 환경, 구단주의 공정성 기준을 얻는다.","관계·능력·조직","선수들은 폐기 자산에서 불턴의 반등 전력이 되고 홀딩크는 도겸의 비정상적 지원을 결과로 신뢰한다.","불턴의 첫 성적이 상류층 인정과 실제 사업 기회로 돌아올지 시험한다.","주요 선수 신체·품행 문제와 팀 기반 구축","경기 승리·구단주 네트워크·미국 사업 연결","S04-A05","high"
